season,team_id,game_pk,n_bip,dpi,staff_bip,n_pitchers_bip,staff_k_pct,staff_ubb_pct,staff_net_gb,staff_popup_rate,staff_sp_share,pitch_hat,dpi_v2_stage1
2015,COL,413961,30,-1.309,30,4,0.18001106200575556,0.07970243852819513,0.25900331384516284,0.047334162666660747,0.6666666666666666,0.3748441513427444,-1.6838441513427442
2015,AZ,413961,25,3.127,25,2,0.14615783223577675,0.056358271258411606,0.12056857029759976,0.07267695850876246,0.22511627906976744,-0.30371577111523873,3.4307157711152385
2015,CWS,413960,28,0.127,28,3,0.17993092459898197,0.06238852285857074,0.19364011178888593,0.05405643466201165,0.78,0.6923138052604173,-0.5653138052604173
2015,BAL,413960,21,1.152,21,3,0.2260307572920854,0.0799726629511854,0.25495019907366057,0.04002762177303336,0.8432539682539681,0.6662122130768843,0.48578778692311564
2015,LAA,413959,28,-0.592,28,5,0.22019173375783183,0.053063385619355766,0.12906146802735288,0.05218365796724005,0.6502976190476192,0.4613340422025245,-1.0533340422025246
2015,ATH,413959,22,1.891,22,5,0.16383089813864954,0.05906417537765565,0.2581866558381593,0.04131575819743999,0.6497326203208555,0.4327229925392897,1.4582770074607103
2015,WSH,413958,41,-2.558,41,5,0.2303320838638796,0.037545837039199836,0.2136424038955992,0.06582256410830738,0.10506566604127582,-0.7488067151063942,-1.8091932848936056
2015,BOS,413957,31,-4.513,31,6,0.18802693645418758,0.05284500666855158,0.1868392089833208,0.04853198991305368,0.3284457478005865,-0.17447670785643388,-4.338523292143566
2015,TOR,413957,33,-1.749,33,5,0.21440745899362554,0.059068661178723454,0.15840269173121635,0.06727838503096953,0.7208289794496691,0.5194200630309451,-2.2684200630309452
2015,NYY,413956,24,-0.131,24,4,0.18153569866748986,0.0697815377887534,0.18570070810626838,0.025095871870065418,0.6666666666666666,0.5461934038235536,-0.6771934038235536
2015,LAD,413955,28,-2.178,28,5,0.30575103094041234,0.051303408697675405,0.22470951453972196,0.04374860955453216,0.6785714285714286,0.2747864133631511,-2.452786413363151
2015,SF,413955,22,-0.719,22,2,0.26680691254205463,0.04692901547485398,0.1643844115765342,0.05469858901379334,0.9090909090909091,0.8516412319138101,-1.57064123191381
2015,SEA,413954,23,1.004,23,6,0.19577290880433135,0.06505127921230512,0.1604407312300429,0.051039897677744125,0.7152875175315568,0.5773995740424489,0.4266004259575511
2015,PIT,413953,27,-1.736,27,4,0.2112226052530288,0.07674546900002206,0.2214954108297211,0.047997567795558166,0.5185185185185185,0.07133645097939023,-1.80733645097939
2015,PHI,413952,34,-2.997,34,5,0.2164839782023329,0.07137516780974305,0.16694529449280798,0.054389353856630074,0.4773755656108597,0.03608647620066385,-3.0330864762006637
2015,STL,413952,29,2.041,29,4,0.1903327497640826,0.07357546645836907,0.19977542442947513,0.04981062577465176,0.6551724137931034,0.4079548149638573,1.6330451850361425
2015,MIA,413951,31,1.916,31,5,0.18225229229619186,0.07952104461899552,0.1825085340569529,0.03702982208457905,0.5806451612903226,0.32189728958877584,1.594102710411224
2015,MIL,413950,24,0.898,24,2,0.1639938309003135,0.06163269574750447,0.16700745773469505,0.04692458600196181,0.5590277777777778,0.3379571283095427,0.5600428716904573
2015,CIN,413950,22,2.117,22,2,0.2109719325112877,0.06119979932933753,0.1546072399862699,0.06058828188947271,0.9545454545454546,1.0099203442829907,1.1070796557170093
2015,CLE,413949,38,-1.357,38,5,0.22720100414243857,0.07836736442359646,0.1332338999792909,0.03678016197808679,0.5087719298245613,0.15723405092985598,-1.514234050929856
2015,KC,413949,29,0.505,29,5,0.1579908603241284,0.07587023893846406,0.10711704498893082,0.05546716786188912,0.5599235257536779,0.36663811938247826,0.13836188061752175
2015,SD,413948,31,-4.043,31,4,0.1969149168823526,0.08112299751765635,0.2985442598845991,0.0289529133591814,0.49560117302052786,0.009936518996755184,-4.052936518996756
2015,DET,413947,27,1.203,27,3,0.21005293282147097,0.07967422503234513,0.13212118504161335,0.06078366929922335,0.8518518518518519,0.7959458819275036,0.4070541180724965
2015,COL,413946,36,-0.35,36,3,0.12920424190871885,0.06914461275739796,0.16901956304130217,0.05625909486757527,0.6455938697318008,0.5282890708728037,-0.8782890708728037
2015,AZ,413946,28,-4.771,28,6,0.19857244912718675,0.08078997824534535,0.27647246288511124,0.04351161809576914,0.1473922902494331,-0.701365891028805,-4.069634108971195
2015,LAA,413944,30,0.266,30,2,0.1475246710526316,0.052713815789473685,0.09735197368421053,0.0870970394736842,0.9,1.0243214869500972,-0.7583214869500972
2015,ATH,413944,21,-0.945,21,1,0.2029887920298879,0.0722291407222914,0.2627646326276463,0.0448318804483188,1.0,1.0121276676879574,-1.9571276676879572
2015,WSH,413943,29,-0.37,29,4,0.19141220329528294,0.05039843436795005,0.20933898416157198,0.04057603464265201,0.4425287356321839,0.04810414906876592,-0.4181041490687659
2015,ATL,413943,27,2.779,27,4,0.17389225624003293,0.05592286896578586,0.1429493161920988,0.039637278985520476,0.654320987654321,0.5708570551535036,2.208142944846496
2015,BOS,413942,18,-1.098,18,3,0.18721171727123376,0.08321365747647652,0.15565876296214592,0.05128569587738781,0.6666666666666666,0.46447096842372837,-1.5624709684237286
2015,NYY,413941,23,0.293,23,5,0.23341467021591247,0.07714433599526767,0.171149438036084,0.048885314995563436,0.26501035196687367,-0.4169033070082054,0.7099033070082054
2015,TB,413941,24,-0.271,24,3,0.21442834788531537,0.07618806815639484,0.13483281470442157,0.05348996698736128,0.5618000840025706,0.2382332272254073,-0.5092332272254073
2015,SF,413940,32,-0.015,32,4,0.18094695946366912,0.07577785634744735,0.15093724840798606,0.048447522491224304,0.5358231707317073,0.24584746771165122,-0.26084746771165124
2015,LAD,413940,26,0.126,26,5,0.17834892278678047,0.05810906855597708,0.34602155434074633,0.024084786014025236,0.7344768578878749,0.5241966438887125,-0.39819664388871245
2015,TEX,413939,24,1.638,24,4,0.15637081450710252,0.08581278908037464,0.21540090698538894,0.04799858563225959,0.6666666666666666,0.4556921523369514,1.1823078476630484
2015,PIT,413938,27,-0.624,27,2,0.16238058533622968,0.06259391617810789,0.21286758694788965,0.0257164879826221,0.25925925925925924,-0.24598058697662217,-0.3780194130233778
2015,CHC,413938,24,2.102,24,2,0.24318858667300594,0.06022719018469727,0.11340524442507445,0.03985155543229198,0.9166666666666666,0.9883457922857225,1.1136542077142773
2015,STL,413937,34,4.03,34,3,0.20785566763227728,0.06268207014335318,0.1961611191668188,0.05398653516704615,0.7941176470588235,0.665154667358273,3.3648453326417274
2015,PHI,413937,18,0.211,18,3,0.24176114947678146,0.061076355327204075,0.22639840959651686,0.04281642162845803,0.8333333333333334,0.6813950454587345,-0.47039504545873456
2015,MIA,413936,27,2.07,27,2,0.17191115983172647,0.10661616587495665,0.2882222596996187,0.020286983163279645,0.7863247863247864,0.6193643557260705,1.4506356442739294
2015,NYM,413936,29,1.083,29,3,0.15304645198062125,0.05222489109636445,0.2514513699466678,0.026430810568741605,0.7684729064039408,0.755329210512667,0.32767078948733297
2015,CIN,413935,29,-1.77,29,3,0.1848603747337539,0.05591684925474293,0.2223763089022948,0.03166955869167572,0.8620689655172413,0.8929994340947177,-2.6629994340947176
2015,MIL,413935,27,-0.276,27,4,0.22140264540188676,0.07563298011183821,0.20291446992994894,0.04286767407870111,0.47943483250370955,0.014636091818206354,-0.2906360918182064
2015,CLE,413934,30,-0.967,30,4,0.27410929899213554,0.05416184233102637,0.16211133341306116,0.041241284171651946,0.735,0.5211574309646597,-1.4881574309646597
2015,KC,413934,23,2.978,23,5,0.18643404916932343,0.05171849684687839,0.15782548818831318,0.05844143980508426,0.6956521739130435,0.5638137204381393,2.4141862795618607
2015,HOU,413933,30,-2.092,30,6,0.21664901824843172,0.06367405819160517,0.16434103238846373,0.05151206390554659,0.6666666666666666,0.4389745098900526,-2.5309745098900525
2015,SD,413933,24,-1.917,24,5,0.2229861612097621,0.08259569086966573,0.20185445988038286,0.038631767252464984,0.5,0.05228919874628124,-1.9692891987462813
2015,DET,413932,28,2.5,28,4,0.23146429408063637,0.05411864309586628,0.1523331186623107,0.05097224578351406,0.6257213230119634,0.3656490250570128,2.134350974942987
2015,COL,413931,30,0.325,30,4,0.17112364370208516,0.14976200552163313,0.13547830643048586,0.03684155676659153,0.5333333333333333,0.16080025041276758,0.16419974958723244
2015,MIA,413929,21,1.973,21,4,0.19755689424364126,0.05595220387723735,0.09916208042044723,0.08575952841347755,0.7142857142857143,0.5582343018743383,1.4147656981256618
2015,WSH,413929,24,-1.581,24,4,0.22219941225233897,0.08419055598763957,0.2765364902219715,0.029202239434208754,0.6666666666666666,0.3214598365403242,-1.902459836540324
2015,TB,413928,24,0.463,24,2,0.2511209460087353,0.07217614533965246,0.173793095437227,0.04393179072576898,0.7777777777777778,0.5898248700105657,-0.1268248700105657
2015,TOR,413928,29,-3.182,29,2,0.12052407491111056,0.039315560797018485,0.20421246892024078,0.06200579263232846,0.9808429118773946,1.2118604514330449,-4.393860451433045
2015,LAA,413927,34,-2.017,34,5,0.2123027123667267,0.07046487689750108,0.13354793745436688,0.05953006796721466,0.4273897058823529,-0.02955340357405145,-1.9874465964259485
2015,TEX,413927,37,-0.774,37,5,0.1711502481226939,0.06954521625006484,0.207148433592825,0.04970416292586449,0.4935370152761457,0.12266096810853422,-0.8966609681085342
2015,MIL,413926,33,0.282,33,5,0.23935102270659364,0.07288433720134989,0.1877455783182147,0.04236098955095203,0.42521994134897356,-0.10115347483092452,0.3831534748309245
2015,STL,413926,27,0.623,27,3,0.21453707062697372,0.08652966932435682,0.162583237858928,0.05213837273768379,0.6810035842293907,0.42467028657312655,0.19832971342687344
2015,AZ,413924,33,-1.016,33,5,0.21408521323555343,0.07307491474835608,0.20229063824569216,0.0435587196613667,0.45935545935545935,-0.0077418196383370885,-1.008258180361663
2015,PIT,413924,19,1.489,19,4,0.25114923588700977,0.08405494282078624,0.23399227696473623,0.0352024639273398,0.6842105263157895,0.3349869085245142,1.1540130914754858
2015,NYM,413923,25,0.0,25,3,0.17170468750157283,0.07458079842646026,0.2643018715982723,0.02757569589774407,0.5751351351351351,0.27257430568618357,-0.27257430568618357
2015,SEA,413922,32,0.756,32,6,0.19671666550452063,0.07223061027331389,0.18452677404105208,0.04987774798969903,0.4523809523809524,0.014263634425142668,0.7417363655748573
2015,LAD,413921,20,-0.086,20,2,0.19650271390105148,0.07185860535937408,0.2085791756952517,0.04532788118203872,0.30003330373001774,-0.30156979144205154,0.21556979144205154
2015,KC,413920,24,-1.034,24,4,0.1844256531026337,0.08416512559499888,0.1911437093829249,0.03772558405887571,0.6891891891891891,0.5114332935129532,-1.545433293512953
2015,HOU,413919,28,2.88,28,4,0.214356436572239,0.07939831185714473,0.06251861071664624,0.045702135988139166,0.30357142857142855,-0.17165237809007827,3.051652378090078
2015,ATH,413919,29,-2.655,29,5,0.2227249349345353,0.08062340778205511,0.14130077321584897,0.07432282408896117,0.09018567639257294,-0.7927389524904455,-1.8622610475095542
2015,DET,413918,32,-0.621,32,4,0.13898031141139822,0.07559765020460425,0.269775557571009,0.05846229119824396,0.5729166666666667,0.22697493547392078,-0.8479749354739208
2015,CIN,413917,23,0.411,23,4,0.20723841729661163,0.08651085476795423,0.1777293275489245,0.048244685121416,0.6572890025575447,0.38505901660179953,0.025940983398200446
2015,CHC,413917,24,1.33,24,4,0.2752013753868635,0.060903826558483844,0.2389464202590391,0.027308701046934333,0.6666666666666666,0.32101874233388505,1.008981257666115
2015,BOS,413916,40,-5.335,40,6,0.1710560064630155,0.07009564292260366,0.16680741117509795,0.05144501549718827,0.32954545454545453,-0.16130869780850365,-5.1736913021914965
2015,BAL,413916,34,1.171,34,2,0.1929240250092239,0.08824953951745132,0.18402634829147796,0.04078814098957094,0.1987281399046105,-0.486829478300446,1.657829478300446
2015,PHI,413915,32,0.493,32,4,0.15930107896539838,0.05535155347752478,0.25753905454951775,0.02996305597157689,0.48828125,0.16342946473607967,0.32957053526392033
2015,ATL,413915,27,4.323,27,3,0.2254118443504412,0.07741887910420837,0.3403796270097655,0.021312319824246344,0.08619602101620474,-0.8741107464303594,5.19711074643036
2015,MIA,413914,26,2.003,26,3,0.1758120482402847,0.09204683720744636,0.22484270198520792,0.039981434053771206,0.8560794044665012,0.7957919592062837,1.2072080407937165
2015,WSH,413914,24,-1.859,24,3,0.34644192712880506,0.058744034107444276,0.1451421628543158,0.04721149089110064,0.7083333333333334,0.3266662343114497,-2.1856662343114497
2015,TB,413913,22,1.376,22,4,0.19808727368324694,0.0650020933750816,0.14813253473527738,0.05723759984620551,0.468199784405318,0.07869547539845467,1.2973045246015453
2015,TEX,413912,24,1.764,24,4,0.16987739321966022,0.06935098971944542,0.08195526923346802,0.061558200569221316,0.5656565656565656,0.380653851391467,1.383346148608533
2015,MIL,413911,28,-0.208,28,5,0.15942178191891068,0.08485457976037417,0.2824150476421874,0.026410076928639527,0.7142857142857143,0.5325487037510287,-0.7405487037510287
2015,SF,413910,39,9.937,39,6,0.15603829978255035,0.07309047138236942,0.31132265678321747,0.03400007470371294,0.608695652173913,0.2963074170517235,9.640692582948276
2015,COL,413910,34,8.39,34,7,0.2009670483432443,0.08651005018843386,0.23459293390319091,0.04041791830696703,0.3772819472616633,-0.2024973897412674,8.592497389741268
2015,AZ,413909,24,-1.583,24,3,0.1823534869112112,0.06921110419864572,0.23900130775649878,0.04583470068312261,0.7083333333333334,0.5028603554353934,-2.0858603554353934
2015,NYM,413908,24,0.0,24,2,0.24664987947658404,0.047586949035812676,0.1802625688705234,0.04159736570247934,0.9583333333333334,1.0062377509945257,-1.0062377509945257
2015,NYY,413908,34,0.0,34,3,0.19296707978598898,0.07431021827814087,0.2123830646104763,0.04831110214444232,0.6470588235294118,0.37509387166456853,-0.37509387166456853
2015,SEA,413907,29,-1.141,29,5,0.17697113719474908,0.09203779659056831,0.18125335195145212,0.0364895356099661,0.5507713875448302,0.2498680567020174,-1.3908680567020175
2015,MIN,413907,28,2.33,28,7,0.177071560048456,0.05582070561517804,0.1419146274036927,0.04274792184785659,0.09986728746649007,-0.5432764556491811,2.873276455649181
2015,SD,413906,35,2.414,35,5,0.21173508067765903,0.06534884901083249,0.15618289131787114,0.05530673233371815,0.5818754661561055,0.2745679212048756,2.1394320787951244
2015,LAD,413906,25,0.454,25,3,0.31595300834431267,0.05826125707199876,0.1196428479165052,0.03683368208943656,0.683076923076923,0.3955982761576893,0.05840172384231074
2015,HOU,413904,24,1.456,24,3,0.16013141634230396,0.06017313936284271,0.23765199148565266,0.03553710602830564,0.7916666666666666,0.76070083308567,0.6952991669143299
2015,ATH,413904,34,0.507,34,2,0.166596896648872,0.07807301110300438,0.2550447515368668,0.04183311541489984,0.9100346020761245,0.9073173819727912,-0.4003173819727912
2015,CLE,413903,22,-0.884,22,4,0.16883098689691298,0.09461112326027642,0.2564819195555855,0.01800275848718755,0.4128787878787879,-0.04696834814553752,-0.8370316518544625
2015,BAL,413901,29,1.96,29,4,0.21739822443048748,0.05859511302950097,0.18137150069902097,0.07032122107681622,0.7586206896551724,0.5534969709487204,1.4065030290512794
2015,BOS,413901,35,1.254,35,3,0.20066484620309796,0.09650004517928766,0.19368173004304215,0.043223166644797494,0.34903767958796417,-0.23859793318874278,1.4925979331887427
2015,PHI,413900,29,2.307,29,4,0.17310685654841604,0.08328661899008831,0.2702222808418745,0.04596699243026431,0.6206896551724138,0.27994127270998315,2.027058727290017
2015,ATL,413900,28,3.717,28,4,0.20415433528910049,0.07363501610335692,0.2004178949465136,0.05052543696445786,0.6517857142857143,0.37255125678390477,3.344448743216095
2015,MIA,413899,27,1.91,27,4,0.20462689839994497,0.0717988531157978,0.21426308108046477,0.030666212059978524,0.644122383252818,0.4038933672834659,1.506106632716534
2015,WSH,413899,26,-1.008,26,4,0.1945874198231969,0.04706061802177811,0.21826498250700493,0.055977557485475,0.7514792899408285,0.6050442399848144,-1.6130442399848144
2015,TB,413898,25,1.36,25,3,0.23288881636784928,0.07127116109608993,0.1501498116626658,0.05444605132024909,0.6727807381093349,0.4133076516288432,0.9466923483711569
2015,TOR,413898,32,-3.382,32,2,0.15520916934189405,0.07604835473515249,0.1791006219903692,0.05018810192616373,0.71875,0.6175004055840558,-3.999500405584056
2015,LAA,413897,21,1.6,21,3,0.2060297492131181,0.07870690763867737,0.2690891461062037,0.04538034318204894,0.8095238095238095,0.6060906485349621,0.993909351465038
2015,STL,413896,20,0.66,20,3,0.2533955128126795,0.07751194505883935,0.2623785025600919,0.04295076558356653,0.7,0.31860259936810253,0.3413974006318975
2015,MIL,413896,26,-0.405,26,4,0.18663456330425482,0.080180480140068,0.2152037283932549,0.047672352673900215,0.7015384615384614,0.48151433251445297,-0.886514332514453
2015,SF,413895,34,-3.122,34,3,0.19092186482209836,0.07088030464717004,0.2116211248526884,0.051528165416036796,0.6542324246771879,0.3913322810041947,-3.5133322810041947
2015,COL,413895,30,-1.735,30,5,0.15155773773766126,0.10163735597406386,0.2610354285836065,0.03249801064883406,0.7333333333333333,0.5573941573247483,-2.2923941573247486
2015,AZ,413894,28,2.114,28,3,0.12468958477361837,0.04511596738487495,0.18887003865995464,0.06309072485543074,0.18272425249169436,-0.3767052298147271,2.490705229814727
2015,NYY,413893,24,0.122,24,2,0.23559352859311744,0.04439919660931174,0.22451290485829958,0.04774560349190283,0.875,0.797041214416197,-0.675041214416197
2015,SEA,413892,23,0.515,23,1,0.22950819672131148,0.07313997477931904,0.2862547288776797,0.03026481715006305,1.0,0.9773314333055232,-0.4623314333055232
2015,MIN,413892,21,2.055,21,1,0.13687600644122383,0.025764895330112718,0.09661835748792272,0.06924315619967794,0.9230769230769231,1.1999483061511855,0.8550516938488146
2015,LAD,413891,23,0.299,23,4,0.2517520716582774,0.04667006676787043,0.18882156243902912,0.052228457384729136,0.739867354458364,0.5228788281038147,-0.2238788281038147
2015,SD,413891,27,0.126,27,3,0.2090445910634161,0.08336571660167895,0.19389198843921335,0.038966048378576784,0.7066276803118908,0.49500849925417334,-0.36900849925417334
2015,KC,413890,28,1.31,28,4,0.1848796605881548,0.0833575594839279,0.12816528865703777,0.06866023153190579,0.5079977937120794,0.13361441429758014,1.17638558570242
2015,HOU,413889,34,-0.222,34,4,0.24157278455203118,0.052202170545712814,0.3087518832415691,0.03322302230125408,0.6857142857142857,0.3386749748790795,-0.5606749748790795
2015,ATH,413889,32,2.479,32,6,0.19981049514281665,0.06753009443894713,0.16989226887992553,0.05591019197915416,0.59375,0.2977571303431181,2.1812428696568817
2015,DET,413888,37,1.633,37,3,0.15923400733286666,0.06710280037276235,0.2181361677559396,0.05700775358570036,0.45729400800394715,0.042794254402311105,1.590205745597689
2015,CIN,413887,28,1.847,28,5,0.1821955167206632,0.06557548223484935,0.2465288349359546,0.03329932075353224,0.5714285714285714,0.2679228130226622,1.579077186977338
2015,CHC,413887,24,0.413,24,6,0.22466497305636748,0.05811197102835108,0.19529286927471556,0.04710280515008486,0.5441176470588235,0.16906815476481174,0.24393184523518824
2015,BOS,413886,25,-0.228,25,4,0.2138999911330086,0.051603989869954,0.14356463549237808,0.05005928816094288,0.6036363636363636,0.3726845929309973,-0.6006845929309973
2015,BAL,413886,34,-1.423,34,4,0.1926866401045266,0.07836328906614849,0.16370222817105032,0.05500980686734029,0.7058823529411765,0.5213170064498284,-1.9443170064498285
2015,ATL,413885,33,-1.775,33,4,0.1887593063607836,0.06800252720830255,0.24221755694344677,0.03530909695775494,0.6234115347018573,0.35294639065760147,-2.1279463906576015
2015,COL,413883,24,-1.396,24,3,0.15922025764961656,0.08010662707011722,0.22475828027817757,0.06072585898248512,0.7916666666666666,0.6606308393593027,-2.0566308393593027
2015,LAA,413882,27,-0.827,27,4,0.2393734508973724,0.05921869037821064,0.14411571719804847,0.038878080290949975,0.5714285714285714,0.2790459025263923,-1.1060459025263922
2015,ATH,413882,22,3.242,22,3,0.19518631615495374,0.06420349405861546,0.1800534588459348,0.07157911458937007,0.6269592476489028,0.31969040520300285,2.9223095947969973
2015,DET,413881,19,2.572,19,3,0.19848502214870695,0.07949254528388916,0.1370431684529383,0.05936372855978688,0.631578947368421,0.3791410181229662,2.192858981877034
2015,NYY,413881,20,1.553,20,4,0.2532217304197873,0.05677938519684104,0.1785426680394222,0.04361713193229262,0.8,0.6569292449151618,0.8960707550848381
2015,MIA,413880,26,0.791,26,3,0.17159413726828193,0.0717314138447495,0.17911043536311946,0.03209486070076266,0.5664335664335665,0.3483690868992616,0.44263091310073843
2015,SF,413879,28,4.793,28,6,0.17851981898601593,0.08648800428906948,0.22641786452193843,0.041414180624701716,0.375,-0.1586877694993415,4.951687769499341
2015,KC,413878,32,1.249,32,6,0.2299060068237573,0.08072571590386965,0.19733884383046404,0.03244647790554099,0.5625,0.19134231490121711,1.0576576850987829
2015,CWS,413878,40,-1.083,40,6,0.27491452104521813,0.06103166606369873,0.21201329036461342,0.03562975267447154,0.575,0.14606243327324808,-1.229062433273248
2015,CIN,413877,25,2.702,25,3,0.052160000000000005,0.042609523809523805,0.39285714285714285,0.004586666666666667,0.76,0.8443049363429869,1.857695063657013
2015,MIL,413877,21,2.206,21,2,0.1799569236970048,0.05880797037559514,0.1671536891956571,0.048114467088193065,0.5,0.19322947951003755,2.0127705204899624
