season,team_id,game_pk,n_bip,dpi_speed
2016,WSH,447139,39,2.92
2016,MIA,447138,29,-2.681
2016,SF,447138,30,0.584
2016,COL,447137,32,-0.539
2016,CLE,447136,22,0.737
2016,DET,447136,30,-1.841
2016,CHC,447135,18,2.253
2016,CIN,447135,34,-2.504
2016,HOU,447134,44,-4.412
2016,KC,447133,25,2.398
2016,BAL,447133,30,1.275
2016,TEX,447132,32,1.21
2016,TB,447131,25,-1.766
2016,SD,447130,36,1.135
2016,STL,447130,28,2.082
2016,LAA,447129,24,0.78
2016,AZ,447128,23,3.396
2016,PIT,447128,25,-0.053
2016,MIL,447127,31,-1.491
2016,PHI,447127,24,1.477
2016,TOR,447126,28,0.845
2016,NYM,447125,26,-0.972
2016,ATL,447125,32,-0.575
2016,SF,447123,27,-0.778
2016,COL,447122,29,0.0
2016,LAD,447122,22,0.0
2016,CIN,447120,27,0.256
2016,CHC,447120,27,-1.825
2016,BOS,447119,27,-2.508
2016,HOU,447119,27,-0.497
2016,BAL,447118,28,-0.029
2016,KC,447118,31,-2.455
2016,CWS,447117,23,1.974
2016,TEX,447117,27,2.328
2016,NYY,447116,28,-4.071
2016,STL,447115,30,1.298
2016,SD,447115,24,4.098
2016,SEA,447114,29,3.42
2016,AZ,447113,34,-0.155
2016,PIT,447113,37,-0.772
2016,ATH,447111,26,-0.424
2016,TOR,447111,35,-1.005
2016,ATL,447110,32,2.001
2016,WSH,447109,27,-0.649
2016,MIN,447109,28,0.069
2016,SF,447108,27,1.53
2016,MIA,447108,34,0.036
2016,LAD,447107,27,0.545
2016,COL,447107,20,-0.687
2016,DET,447106,21,-0.424
2016,CLE,447106,24,3.638
2016,CHC,447105,25,1.414
2016,CIN,447105,30,3.366
2016,HOU,447104,32,-2.765
2016,BOS,447104,22,2.265
2016,KC,447103,20,0.929
2016,BAL,447103,29,1.313
2016,WSH,447102,26,-0.226
2016,TOR,447101,21,-1.028
2016,TB,447100,34,-1.335
2016,BOS,447100,33,-1.999
2016,CLE,447099,35,-3.551
2016,SEA,447099,26,2.136
2016,SD,447098,31,-1.863
2016,PIT,447098,22,2.465
2016,ATH,447097,20,-0.54
2016,NYY,447097,28,0.284
2016,MIL,447095,30,-0.174
2016,MIN,447095,23,0.713
2016,LAD,447094,27,1.656
2016,ATL,447094,30,-0.361
2016,LAA,447093,25,0.619
2016,CWS,447093,27,3.62
2016,HOU,447092,28,-2.726
2016,TEX,447092,25,2.955
2016,DET,447091,28,1.311
2016,KC,447091,25,0.263
2016,CHC,447090,19,4.906
2016,SF,447089,32,3.623
2016,NYM,447096,32,2.033
2016,WSH,447088,23,2.043
2016,BAL,447087,27,0.497
2016,TOR,447087,27,-0.638
2016,BOS,447086,23,0.0
2016,TB,447086,25,0.0
2016,SEA,447085,22,2.459
2016,PIT,447084,27,-1.093
2016,SD,447084,24,-1.208
2016,NYY,447083,28,-1.579
2016,MIL,447081,28,-3.159
2016,MIN,447081,25,-1.919
2016,ATL,447080,29,-0.222
2016,LAD,447080,31,3.214
2016,LAA,447079,21,3.396
2016,CWS,447079,26,1.943
2016,HOU,447078,27,1.115
2016,TEX,447078,22,-1.261
2016,KC,447077,27,2.893
2016,CIN,447076,24,-0.021
2016,COL,447076,26,0.121
2016,STL,447075,24,3.93
2016,SF,447074,24,1.589
2016,AZ,447074,23,-0.189
2016,PHI,447082,33,0.183
2016,MIA,447073,27,-0.256
2016,WSH,447073,20,-0.272
2016,TOR,447072,29,2.266
2016,BAL,447072,28,0.99
2016,BOS,447071,24,0.598
2016,TB,447071,16,2.542
2016,SEA,447070,27,-0.981
2016,SD,447069,26,-3.24
2016,NYY,447068,31,-0.578
2016,ATH,447068,33,1.74
2016,MIN,447066,27,-2.746
2016,LAD,447065,31,0.203
2016,ATL,447065,24,4.866
2016,LAA,447064,28,1.955
2016,HOU,447063,32,1.795
2016,TEX,447063,25,3.073
2016,DET,447062,27,-0.385
2016,COL,447061,26,1.776
2016,CIN,447061,27,3.022
2016,CHC,447060,21,-1.474
2016,AZ,447059,22,1.393
2016,NYM,447067,20,-0.636
2016,WSH,447058,30,0.954
2016,BOS,447057,25,1.25
2016,MIN,447056,18,0.666
2016,MIL,447056,26,-2.049
2016,LAA,447055,20,1.15
2016,CWS,447055,34,-0.058
2016,COL,447054,24,2.863
2016,CIN,447054,21,0.95
2016,STL,447053,29,2.24
2016,SF,447052,40,0.634
2016,AZ,447052,34,-1.243
2016,PHI,447051,25,3.515
2016,BOS,447050,28,-1.524
2016,SEA,447049,28,2.215
2016,NYY,447049,21,-1.43
2016,SF,447048,24,0.604
2016,MIL,447046,38,-1.113
2016,MIN,447045,30,2.539
2016,LAA,447045,39,1.195
2016,ATH,447044,27,0.489
2016,HOU,447043,26,0.0
2016,DET,447043,23,0.0
2016,COL,447042,21,2.17
2016,CIN,447041,29,2.309
2016,TB,447040,20,1.929
2016,CWS,447040,21,0.512
2016,AZ,447037,22,2.709
2016,SD,447037,31,1.32
2016,PHI,447036,24,1.902
2016,WSH,447036,24,-0.313
2016,TOR,447035,28,1.959
2016,BOS,447035,20,-0.694
2016,NYY,447034,24,-2.53
2016,SEA,447034,30,-1.934
2016,LAD,447033,26,-0.333
2016,CLE,447032,26,2.83
2016,MIN,447030,30,0.0
2016,LAA,447030,29,0.0
2016,ATH,447029,29,-3.827
2016,KC,447029,32,5.142
2016,HOU,447028,30,-3.923
2016,CHC,447027,22,0.735
2016,COL,447027,21,3.2
2016,CIN,447026,33,1.68
2016,STL,447026,37,1.391
2016,TB,447025,27,1.256
2016,CWS,447025,27,-0.733
2016,MIA,447023,33,0.128
2016,AZ,447022,40,-0.452
2016,SD,447022,36,2.116
2016,PHI,447021,33,-1.421
2016,WSH,447021,26,3.834
2016,BOS,447020,17,2.163
2016,TOR,447020,25,0.29
2016,SEA,447019,23,-0.386
2016,NYY,447019,34,0.501
2016,SF,447018,24,-1.384
2016,LAD,447018,24,1.248
2016,NYM,447017,33,-2.222
2016,PIT,447016,28,2.602
2016,MIL,447016,30,-0.906
2016,LAA,447015,25,2.149
2016,MIN,447015,29,1.027
2016,ATH,447014,24,-3.18
2016,KC,447014,28,1.185
2016,HOU,447013,27,3.086
2016,CHC,447012,30,-0.624
2016,CIN,447011,34,0.067
2016,STL,447011,27,2.4
2016,CWS,447010,21,5.818
2016,TEX,447009,31,-0.518
2016,MIA,447008,24,0.773
2016,ATL,447008,34,-1.586
2016,AZ,447007,27,-1.853
2016,SD,447007,24,0.323
2016,SF,447006,27,-1.551
2016,COL,447006,31,-0.054
2016,PHI,447005,14,0.689
2016,TOR,447004,27,4.265
2016,HOU,447003,34,0.382
2016,KC,447003,20,0.846
2016,PIT,447002,27,0.313
2016,DET,447002,36,-1.366
2016,CHC,447000,26,2.002
2016,CIN,447000,30,-1.998
2016,CWS,446999,25,1.599
2016,MIN,446999,27,0.364
2016,BAL,446998,28,-0.619
2016,TEX,446998,27,-0.057
2016,WSH,446997,23,2.002
2016,ATL,446997,23,2.401
2016,AZ,446996,23,0.341
2016,MIL,446991,25,-1.539
2016,SEA,446995,28,0.11
2016,TEX,446995,29,3.06
2016,COL,446994,28,1.153
2016,SF,446994,33,-7.336
2016,PHI,446993,21,0.94
2016,SD,446993,21,1.158
2016,NYY,446992,25,-3.014
2016,MIA,446990,19,-0.735
2016,NYM,446990,24,0.947
2016,ATH,446989,34,0.788
2016,LAA,446989,25,1.75
2016,KC,446988,22,2.473
2016,HOU,446988,25,0.143
2016,PIT,446987,27,-0.025
2016,CLE,446986,22,1.908
2016,CHC,446985,24,2.239
2016,CWS,446984,22,1.532
2016,MIN,446984,27,0.442
2016,BAL,446983,23,1.299
2016,BOS,446983,24,1.951
2016,ATL,446982,23,1.16
2016,LAD,446981,24,2.359
2016,AZ,446981,23,-0.564
2016,MIL,446975,27,0.0
2016,STL,446975,26,0.0
2016,TEX,446980,25,0.723
2016,SEA,446980,26,-2.646
2016,COL,446979,34,0.503
2016,SF,446979,27,-0.301
2016,SD,446978,20,-1.504
2016,PHI,446978,21,3.508
2016,PIT,446977,28,-1.913
2016,NYY,446976,18,1.152
2016,TOR,446976,25,2.322
2016,MIA,446974,20,1.437
2016,LAA,446973,30,-0.697
2016,ATH,446973,30,-1.16
2016,KC,446972,17,-1.849
2016,HOU,446972,27,1.291
2016,TB,446971,25,1.434
2016,CLE,446971,21,-0.445
2016,BAL,446970,31,0.323
2016,ATL,446969,20,-2.013
2016,WSH,446969,23,-0.009
2016,LAD,446968,29,0.902
2016,SEA,446967,29,-1.262
2016,TEX,446967,24,4.421
2016,SD,446966,23,-1.291
2016,PIT,446965,24,2.13
2016,DET,446965,36,-0.944
2016,STL,446964,22,2.527
2016,NYM,446963,31,-2.989
2016,MIA,446963,26,1.212
2016,LAA,446962,27,2.275
2016,HOU,446961,32,-1.509
2016,KC,446961,29,-0.485
2016,CIN,446960,23,3.783
2016,CHC,446960,24,2.618
2016,CWS,446959,24,1.41
2016,MIN,446959,30,-2.556
2016,BAL,446958,29,-2.378
2016,BOS,446958,20,1.704
2016,WSH,446957,27,1.317
2016,ATL,446957,28,-2.286
2016,TEX,446956,27,3.611
2016,LAA,446956,25,-1.071
2016,TB,446955,28,0.0
2016,ATL,446954,27,-1.555
2016,COL,446953,27,0.293
2016,SD,446953,29,2.67
2016,CIN,446952,27,1.767
2016,PIT,446952,29,1.312
2016,NYM,446951,27,-0.624
2016,PHI,446951,22,3.213
2016,ATH,446950,29,4.605
2016,MIN,446948,28,2.828
2016,KC,446948,26,-1.003
2016,MIA,446947,27,-0.811
2016,WSH,446947,24,0.33
2016,LAD,446946,31,1.88
2016,SF,446946,28,-0.054
2016,MIL,446945,15,2.707
2016,CHC,446943,26,1.302
2016,BOS,446942,23,5.631
2016,TOR,446942,21,4.87
2016,TEX,446941,22,0.596
2016,STL,446939,25,0.53
2016,COL,446938,36,-3.129
2016,SD,446938,25,-0.312
2016,CIN,446937,27,-0.344
2016,PIT,446937,24,0.227
2016,SEA,446935,26,-1.625
2016,ATH,446935,18,1.94
2016,DET,446934,32,-2.185
2016,NYY,446934,25,-0.427
2016,MIN,446933,27,-0.139
2016,LAD,446931,26,3.716
2016,SF,446931,30,-0.465
2016,MIL,446930,28,0.343
2016,CWS,446929,24,0.455
2016,CLE,446929,31,-0.884
2016,CHC,446928,24,2.977
2016,TOR,446927,26,-0.689
2016,TEX,446926,30,3.727
2016,LAA,446926,29,-0.16
2016,TB,446925,26,-1.881
2016,BAL,446925,23,0.677
2016,STL,446924,24,1.647
2016,ATL,446924,27,-1.811
2016,COL,446923,37,-1.609
2016,SD,446923,27,1.42
2016,PIT,446922,27,0.0
2016,CIN,446922,25,0.0
2016,PHI,446921,29,4.218
2016,ATH,446920,26,2.2
2016,SEA,446920,29,-1.785
2016,DET,446919,21,1.83
2016,NYY,446919,27,-1.519
2016,MIN,446918,23,-0.796
2016,SF,446916,33,2.159
2016,MIL,446915,26,-0.351
2016,HOU,446915,17,0.804
2016,CLE,446914,18,0.451
2016,CWS,446914,27,-1.548
2016,CHC,446913,23,0.13
2016,BOS,446912,26,1.47
2016,TOR,446912,30,-0.957
2016,TEX,448298,29,1.725
2016,LAA,448298,23,4.044
2016,WSH,446917,32,-0.524
2016,MIA,446917,23,3.194
2016,CIN,446909,29,-1.326
2016,PHI,446909,26,-2.178
2016,MIN,446908,24,-0.134
2016,SF,446907,34,-1.477
2016,LAD,446907,34,-2.459
2016,NYY,446906,22,-0.75
2016,HOU,446906,30,0.523
2016,ATH,446905,30,-1.964
2016,CWS,446905,26,2.319
2016,AZ,446904,36,-1.26
2016,CHC,446904,24,2.453
2016,ATL,446902,28,0.474
2016,WSH,446902,23,0.846
2016,TOR,446901,26,-0.603
2016,PIT,446900,21,4.964
2016,STL,446900,26,1.783
2016,TEX,446899,31,-3.132
2016,SF,446898,22,-0.347
2016,MIL,446898,28,3.184
2016,PHI,446897,24,-1.539
2016,CIN,446897,21,4.266
2016,LAD,446894,25,2.182
2016,NYY,446893,28,-0.926
2016,HOU,446893,34,-2.441
2016,MIA,446892,24,2.654
2016,COL,446891,30,3.131
2016,AZ,446891,25,1.372
2016,CLE,446888,30,-0.024
2016,BOS,446888,26,1.847
2016,STL,446910,30,-1.072
2016,PIT,446910,27,1.148
2016,KC,446896,24,0.272
2016,NYM,446896,19,0.67
2016,TOR,446887,21,0.442
2016,TB,446887,25,-2.925
2016,TEX,446886,32,0.695
2016,SEA,446886,22,-1.45
2016,SD,446884,23,-0.042
2016,MIA,446883,37,2.196
2016,AZ,446882,33,5.654
2016,COL,446882,31,-1.046
2016,ATH,446881,31,-2.173
2016,CWS,446881,27,-1.523
2016,LAA,446880,27,2.147
2016,HOU,446870,21,3.798
2016,BOS,446867,17,0.353
2016,CHC,446889,22,7.283
2016,LAA,446889,25,2.689
2016,ATL,446879,27,3.916
2016,WSH,446879,21,5.112
2016,TOR,446878,26,0.246
2016,SEA,446876,17,5.379
2016,MIL,446875,38,8.078
2016,SF,446875,22,9.111
2016,PHI,446874,22,4.418
2016,BAL,446872,24,5.771
2016,LAD,446871,21,3.172
2016,CHC,452866,24,7.222
2016,TB,446911,19,1.018
2016,SD,447225,25,1.632
2016,NYY,447224,29,-4.139
2016,HOU,447220,22,0.914
2016,BAL,447215,29,-0.277
2016,NYM,447211,29,0.134
2016,LAA,447207,28,-0.13
2016,SEA,447206,25,5.102
2016,PHI,447202,20,0.822
2016,CWS,447200,24,0.644
2016,BAL,447200,21,0.736
2016,CHC,447199,19,0.384
2016,DET,447195,21,1.472
2016,STL,447190,25,-1.664
2016,DET,447186,25,-0.806
2016,KC,447182,19,2.545
2016,MIN,447180,26,-1.152
2016,TOR,447178,28,0.842
2016,PIT,447173,28,1.353
2016,WSH,447172,24,1.468
2016,NYY,447170,32,-0.703
2016,CHC,447169,21,0.234
2016,TOR,447163,36,-2.488
2016,CWS,447163,21,0.92
2016,AZ,447160,32,2.082
2016,NYM,447151,23,0.996
2016,BOS,447149,20,1.598
2016,STL,447145,27,-2.131
2016,MIL,447142,26,0.109
2016,TOR,447141,22,1.506
2016,BOS,447134,33,-1.949
2016,CWS,447132,28,2.626
2016,NYY,447131,22,1.48
2016,SEA,447129,24,0.411
2016,ATH,447126,27,-2.123
2016,WSH,447124,11,1.238
2016,MIA,447123,27,-0.503
2016,DET,447121,38,-2.743
2016,TB,447116,26,-0.494
2016,LAA,447114,30,4.815
2016,PHI,447112,24,2.575
2016,MIL,447112,28,-0.774
2016,NYM,447110,25,0.709
2016,MIA,447102,22,4.861
2016,BAL,447101,21,2.917
2016,CIN,447090,39,-1.781
2016,AZ,447089,26,4.356
2016,CLE,447085,22,0.288
2016,ATH,447083,22,-0.261
2016,DET,447077,25,-1.727
2016,CHC,447075,25,1.749
2016,CLE,447070,25,2.803
2016,PIT,447069,23,1.296
2016,MIL,447066,29,2.959
2016,CWS,447064,22,1.383
2016,KC,447062,27,-1.005
2016,STL,447060,19,0.644
2016,SF,447059,26,0.863
2016,TOR,447057,26,3.726
2016,CHC,447053,18,0.845
2016,WSH,447051,26,2.003
2016,TOR,447050,21,3.663
2016,LAD,447048,22,1.413
2016,CLE,447047,27,-0.611
2016,PIT,447046,23,0.733
2016,CHC,447042,16,1.945
2016,STL,447041,23,0.078
2016,ATL,447038,29,-0.026
2016,MIA,447038,25,-1.585
2016,SF,447033,24,4.539
2016,PIT,447031,22,2.826
2016,MIL,447031,22,2.717
2016,DET,447028,22,1.167
2016,BAL,447024,31,1.453
2016,TEX,447024,25,-1.136
2016,ATL,447023,23,3.859
2016,CLE,447017,32,0.537
2016,DET,447013,20,1.602
2016,COL,447012,23,3.929
2016,TB,447010,22,1.958
2016,BAL,447009,21,1.811
2016,SD,447005,17,0.835
2016,NYY,447004,22,-0.979
2016,TB,447001,31,-2.844
2016,LAD,446996,23,1.353
2016,TOR,446992,27,0.359
2016,DET,446987,19,0.859
2016,TB,446986,18,1.044
2016,CIN,446985,23,-2.399
2016,WSH,446982,24,3.784
2016,DET,446977,24,2.064
2016,NYM,446974,21,-3.645
2016,BOS,446970,28,-0.785
2016,PHI,446966,23,2.906
2016,MIL,446964,35,-4.93
2016,ATH,446962,26,2.375
2016,STL,446954,25,-0.404
2016,SEA,446950,23,1.854
2016,AZ,446943,27,-1.91
2016,LAA,446941,28,0.043
2016,ATL,446939,35,-4.463
2016,NYM,446936,23,1.18
2016,KC,446933,24,0.755
2016,HOU,446930,23,0.661
2016,AZ,446928,26,-1.576
2016,BOS,446927,25,1.615
2016,NYM,446921,23,2.493
2016,LAD,446916,22,3.29
2016,AZ,446913,24,4.209
2016,BAL,446908,22,-1.159
2016,TB,446901,22,0.866
2016,BAL,446895,19,0.934
2016,SD,446894,28,-0.971
2016,DET,446892,29,3.679
2016,ATH,446890,25,2.448
2016,CWS,446890,23,6.172
2016,MIL,446885,28,3.591
2016,DET,446883,33,1.366
2016,CHC,446880,26,2.707
2016,NYY,446870,24,0.85
2016,CLE,446867,29,-0.023
2016,TB,446878,25,1.163
2016,TEX,446876,19,5.368
2016,CIN,446874,23,5.043
2016,WSH,447228,25,-1.144
2016,SEA,447221,27,1.118
2016,MIL,447194,27,1.33
2016,MIA,447193,21,-2.268
2016,AZ,447190,34,-1.897
2016,LAD,447137,29,-2.615
2016,MIN,447124,26,3.34
2016,CLE,447121,17,0.82
2016,PHI,447096,29,-2.268
2016,MIA,447088,23,0.714
2016,NYM,447082,27,0.725
2016,PHI,447067,24,-1.901
2016,MIA,447058,21,0.369
2016,NYM,447047,15,1.915
2016,KC,447044,23,2.298
2016,NYM,447032,29,0.756
2016,CLE,447001,17,0.178
2016,AZ,446968,31,1.787
2016,HOU,446945,19,0.493
2016,PHI,446936,18,0.829
2016,KC,446918,18,2.442
2016,SEA,446899,22,-0.435
2016,MIN,446895,26,-0.563
2016,SF,446885,26,2.952
2016,CWS,447215,33,-0.58
2016,STL,446991,15,2.534
2016,BAL,446955,22,0.0
2016,LAD,446884,18,0.581
2016,PIT,447305,22,-2.969
2016,STL,447305,24,0.07
2016,PHI,447304,27,1.765
2016,NYM,447302,22,-0.01
2016,MIN,447301,30,-3.59
2016,CWS,447301,25,2.874
2016,MIL,447300,21,0.918
2016,LAD,447299,21,0.981
2016,TOR,447299,27,-0.915
2016,CLE,447298,26,-1.412
2016,KC,447298,25,-0.204
2016,SF,447297,22,-1.983
2016,BOS,447296,23,1.064
2016,NYY,447296,29,-4.496
2016,ATL,447295,33,0.783
2016,AZ,447295,22,-0.381
2016,CHC,447294,22,2.252
2016,WSH,447294,20,0.464
2016,TEX,447293,36,-2.444
2016,TOR,447293,28,-0.645
2016,HOU,447292,29,-0.933
2016,SEA,447292,25,0.034
2016,PHI,447291,25,3.214
2016,BAL,447290,24,2.983
2016,NYY,447290,25,2.3
2016,SD,447289,26,4.18
2016,NYM,447289,27,0.221
2016,CIN,447288,28,1.194
2016,MIL,447288,24,-0.777
2016,DET,447287,31,-3.625
2016,SF,447286,43,0.402
2016,COL,447286,34,-3.176
2016,BOS,447285,24,0.454
2016,CWS,447285,30,-0.078
2016,WSH,447283,21,0.034
2016,KC,447283,39,-1.324
2016,TEX,447282,24,-0.251
2016,TOR,447282,26,0.505
2016,ATH,447281,35,-0.813
2016,SF,447280,26,-0.604
2016,CIN,447280,30,1.889
2016,PHI,447279,32,0.391
2016,STL,447279,25,2.566
2016,BAL,447278,31,-1.213
2016,MIN,447277,31,-3.796
2016,LAD,447276,24,-1.007
2016,TB,447276,23,-0.77
2016,MIL,447275,32,1.185
2016,DET,447274,19,-0.906
2016,CLE,447274,23,1.668
2016,PIT,447272,34,2.751
2016,CHC,447272,29,-0.323
2016,BOS,447271,21,2.496
2016,CWS,447271,28,-2.503
2016,NYM,447270,19,2.668
2016,ATL,447270,23,2.15
2016,MIA,447269,23,-0.386
2016,WSH,447268,31,2.37
2016,KC,447268,32,0.633
2016,TEX,447267,24,1.427
2016,SEA,447266,27,0.892
2016,ATH,447266,30,-0.785
2016,CIN,447265,28,1.043
2016,SF,447265,20,2.486
2016,PHI,447264,19,2.047
2016,STL,447264,21,0.305
2016,NYY,447263,25,-1.239
2016,HOU,447262,25,-0.693
2016,MIN,447262,22,1.247
2016,LAD,447261,25,-0.392
2016,TB,447261,32,-1.698
2016,DET,447259,27,-1.214
2016,CLE,447259,27,-0.312
2016,SD,447258,19,0.9
2016,COL,447258,27,0.637
2016,CHC,447257,23,2.457
2016,PIT,447257,30,-0.755
2016,CWS,447256,24,1.253
2016,BOS,447256,20,0.539
2016,NYM,447255,29,2.942
2016,ATL,447255,22,5.9
2016,AZ,447254,25,-0.477
2016,MIA,447254,29,3.361
2016,KC,447253,24,0.422
2016,WSH,447253,26,0.794
2016,TEX,447252,22,2.078
2016,SEA,447251,22,3.731
2016,ATH,447251,30,0.637
2016,CIN,447250,33,-2.934
2016,SF,447250,23,-0.181
2016,PHI,447249,31,0.316
2016,STL,447249,29,1.167
2016,HOU,447248,23,-0.088
2016,MIL,447247,31,-0.81
2016,LAA,447247,26,-2.509
2016,SD,447246,21,-1.839
2016,COL,447246,17,0.076
2016,PIT,447245,29,-0.656
2016,NYM,447244,27,-0.593
2016,ATL,447244,25,0.602
2016,WSH,447243,21,0.913
2016,STL,447243,27,1.723
2016,TOR,447242,20,1.123
2016,TB,447242,21,2.019
2016,NYM,447241,25,3.33
2016,SD,447240,19,1.062
2016,LAD,447240,15,-0.622
2016,NYY,447239,33,-1.478
2016,MIL,447238,41,-2.93
2016,MIA,447238,35,-1.82
2016,TEX,447237,34,-0.687
2016,LAA,447237,31,-0.518
2016,KC,447236,24,-0.038
2016,SEA,447236,25,-0.159
2016,HOU,447235,29,1.391
2016,ATH,447235,20,3.519
2016,MIN,447234,31,-1.383
2016,DET,447234,32,-0.926
2016,AZ,447233,27,1.791
2016,COL,447233,30,0.773
2016,PHI,447232,20,0.416
2016,CLE,447232,17,1.184
2016,PIT,447231,34,1.571
2016,CIN,447231,29,2.98
2016,CWS,447230,23,-1.413
2016,BAL,447230,30,0.949
2016,CHC,447229,30,4.312
2016,ATL,447229,24,3.384
2016,PHI,447653,25,-1.24
2016,WSH,447653,21,-0.017
2016,TEX,447652,28,0.484
2016,CLE,447652,30,-0.598
2016,MIL,447650,29,-1.915
2016,STL,447650,27,-0.097
2016,ATL,447649,26,6.099
2016,SEA,447648,27,2.057
2016,SD,447648,33,-0.444
2016,PIT,447647,29,1.755
2016,MIA,447647,21,1.387
2016,NYY,447646,21,-1.059
2016,TOR,447646,26,1.114
2016,MIN,447645,24,-2.857
2016,ATH,447645,30,-0.172
2016,CHC,447644,26,-1.047
2016,LAD,447644,16,3.198
2016,AZ,447643,29,0.902
2016,HOU,447643,23,-0.199
2016,LAA,447642,24,3.684
2016,DET,447642,31,-2.789
2016,CIN,447641,36,-2.417
2016,COL,447641,26,1.614
2016,CWS,447640,28,0.427
2016,NYM,447640,30,-1.592
2016,BOS,447639,25,1.768
2016,BAL,447639,27,-1.352
2016,PHI,447638,22,3.533
2016,WSH,447638,24,1.016
2016,TEX,447637,31,1.129
2016,CLE,447637,36,-0.688
2016,TB,447636,29,-0.444
2016,MIL,447635,28,-0.156
2016,SF,447634,23,1.746
2016,PIT,447632,27,6.706
2016,MIA,447632,31,-0.419
2016,TOR,447631,22,-0.266
2016,LAD,447629,21,-0.22
2016,AZ,447628,35,-1.875
2016,HOU,447628,24,2.852
2016,LAA,447627,21,2.711
2016,COL,447626,36,-3.609
2016,CIN,447626,29,1.493
2016,NYM,447625,18,2.429
2016,BAL,447624,31,-1.856
2016,BOS,447624,23,0.809
2016,WSH,447623,29,-2.416
2016,SF,447622,27,0.343
2016,COL,447622,34,-1.631
2016,SD,447621,19,0.0
2016,AZ,447621,21,0.0
2016,PIT,447620,24,0.024
2016,TEX,447620,30,-0.022
2016,CHC,447619,24,0.358
2016,PHI,447619,22,-1.057
2016,TB,447618,22,3.921
2016,NYY,447618,20,-0.504
2016,MIN,447617,23,1.885
2016,SEA,447617,25,-1.012
2016,MIA,447616,24,2.807
2016,ATL,447616,31,-0.347
2016,LAD,447615,20,-0.139
2016,HOU,447614,38,5.99
2016,LAA,447614,38,4.614
2016,DET,447613,27,-2.041
2016,ATH,447613,19,0.257
2016,CIN,447612,25,1.467
2016,CWS,447611,25,-1.5
2016,KC,447611,26,0.055
2016,BOS,447610,35,4.363
2016,TOR,447610,35,2.214
2016,CLE,447609,23,-0.684
2016,COL,447607,36,0.602
2016,SF,447607,26,0.931
2016,AZ,447606,31,0.0
2016,SD,447606,26,0.0
2016,TEX,447605,24,-0.194
2016,PHI,447604,21,-0.585
2016,TB,447603,27,-2.554
2016,SEA,447602,26,-1.055
2016,ATL,447601,27,2.798
2016,MIA,447601,24,1.106
2016,LAD,447600,19,3.243
2016,NYM,447600,29,-1.688
2016,LAA,447599,26,2.858
2016,DET,447598,33,-3.474
2016,MIL,447597,29,2.076
2016,CIN,447597,24,3.457
2016,KC,447596,33,-1.969
2016,CWS,447596,31,-2.833
2016,BOS,447595,31,-2.971
2016,TOR,447595,31,0.61
2016,BAL,447594,34,-3.923
2016,CLE,447594,26,-0.578
2016,STL,447593,27,0.38
2016,COL,447592,30,-0.393
2016,SF,447592,31,-0.783
2016,AZ,447591,32,-4.604
2016,SD,447591,25,2.469
2016,TEX,447590,32,-3.371
2016,PHI,447589,24,1.771
2016,NYY,447588,23,3.959
2016,MIN,447587,21,0.963
2016,MIA,447586,31,-2.801
2016,ATL,447586,29,-1.288
2016,LAD,447585,21,-1.994
2016,NYM,447585,22,-1.635
2016,LAA,447584,21,2.359
2016,ATH,447583,31,-0.886
2016,DET,447583,27,2.533
2016,MIL,447582,25,1.517
2016,CIN,447582,31,-1.137
2016,KC,447581,24,-1.17
2016,CWS,447581,29,-2.103
2016,TOR,447580,27,0.214
2016,BOS,447580,22,-2.137
2016,CLE,447579,32,-0.299
2016,BAL,447579,26,1.729
2016,TOR,447578,22,1.218
2016,NYY,447578,23,-0.698
2016,WSH,447577,26,-0.211
2016,STL,447577,24,0.688
2016,TB,447575,35,-0.805
2016,BOS,447573,33,0.067
2016,COL,447573,25,2.364
2016,HOU,447571,18,1.147
2016,BAL,447571,18,0.286
2016,PIT,447570,31,-1.008
2016,TEX,447574,39,-0.118
2016,LAA,447574,36,-3.938
2016,NYY,447569,30,0.079
2016,SD,447568,30,-0.446
2016,SF,447568,28,2.088
2016,DET,447567,29,-0.851
2016,PHI,447567,28,-0.28
2016,SEA,447566,28,1.116
2016,ATH,447566,35,-1.15
2016,WSH,447565,24,4.552
2016,MIL,447564,34,-0.749
2016,ATL,447564,32,1.026
2016,MIN,447561,28,0.448
2016,COL,447560,31,-3.497
2016,BOS,447560,26,-1.821
2016,CWS,447559,25,1.305
2016,CLE,447559,25,-1.136
2016,LAD,447558,16,0.124
2016,HOU,447556,20,0.0
2016,BAL,447556,26,0.0
2016,PIT,447555,32,0.46
2016,TEX,447562,24,0.078
2016,LAA,447562,22,0.507
2016,NYY,447554,22,2.516
2016,TOR,447554,24,-1.32
2016,TB,447553,26,-2.3
2016,MIA,447553,22,-1.209
2016,SD,447552,30,0.0
2016,SF,447552,27,0.0
2016,DET,447551,20,2.169
2016,PHI,447551,21,1.3
2016,ATH,447550,28,-0.349
2016,NYM,447549,30,-0.519
2016,MIL,447548,21,3.84
2016,ATL,447548,16,0.877
2016,MIN,447546,30,-1.83
2016,COL,447545,33,-2.209
2016,BOS,447545,21,0.999
2016,CWS,447544,28,-1.342
2016,CLE,447544,25,3.39
2016,CIN,447543,28,-0.666
2016,LAD,447543,21,1.137
2016,CHC,447542,28,-0.505
2016,STL,447542,31,-3.527
2016,HOU,447541,28,1.145
2016,AZ,447540,34,-1.251
2016,PIT,447540,28,2.472
2016,TEX,447547,26,-0.392
