team_id,season,blup,pipeline
PIT,2015,-0.08896,v2_final_strip_park_speed
PIT,2016,0.08016,v2_final_strip_park_speed
PIT,2017,-0.06534,v2_final_strip_park_speed
PIT,2018,-0.08765,v2_final_strip_park_speed
PIT,2019,-0.21036,v2_final_strip_park_speed
PIT,2020,0.01793,v2_final_strip_park_speed
PIT,2021,-0.12913,v2_final_strip_park_speed
PIT,2022,-0.12895,v2_final_strip_park_speed
PIT,2023,0.06872,v2_final_strip_park_speed
PIT,2024,-0.10033,v2_final_strip_park_speed
PIT,2025,0.10168,v2_final_strip_park_speed
SD,2015,-0.06215,v2_final_strip_park_speed
SD,2016,-0.04384,v2_final_strip_park_speed
SD,2017,-0.12413,v2_final_strip_park_speed
SD,2018,0.02,v2_final_strip_park_speed
SD,2019,-0.02701,v2_final_strip_park_speed
SD,2020,0.11085,v2_final_strip_park_speed
SD,2021,0.03451,v2_final_strip_park_speed
SD,2022,-0.04714,v2_final_strip_park_speed
SD,2023,0.04241,v2_final_strip_park_speed
SD,2024,-0.0775,v2_final_strip_park_speed
SD,2025,-0.02536,v2_final_strip_park_speed
SEA,2015,-0.09451,v2_final_strip_park_speed
SEA,2016,0.00676,v2_final_strip_park_speed
SEA,2017,-0.03202,v2_final_strip_park_speed
SEA,2018,-0.07974,v2_final_strip_park_speed
SEA,2019,-0.05594,v2_final_strip_park_speed
SEA,2020,0.02101,v2_final_strip_park_speed
SEA,2021,0.01254,v2_final_strip_park_speed
SEA,2022,0.01541,v2_final_strip_park_speed
SEA,2023,-0.06634,v2_final_strip_park_speed
SEA,2024,-0.01133,v2_final_strip_park_speed
SEA,2025,0.0128,v2_final_strip_park_speed
SF,2015,0.28888,v2_final_strip_park_speed
SF,2016,0.21422,v2_final_strip_park_speed
SF,2017,-0.01061,v2_final_strip_park_speed
SF,2018,-0.00374,v2_final_strip_park_speed
SF,2019,0.22964,v2_final_strip_park_speed
SF,2020,0.044,v2_final_strip_park_speed
SF,2021,0.08813,v2_final_strip_park_speed
SF,2022,-0.16415,v2_final_strip_park_speed
SF,2023,-0.03284,v2_final_strip_park_speed
SF,2024,-0.0926,v2_final_strip_park_speed
SF,2025,-0.08464,v2_final_strip_park_speed
STL,2015,0.01792,v2_final_strip_park_speed
STL,2016,-0.20654,v2_final_strip_park_speed
STL,2017,-0.13324,v2_final_strip_park_speed
STL,2018,-0.09124,v2_final_strip_park_speed
STL,2019,0.10434,v2_final_strip_park_speed
STL,2020,0.15205,v2_final_strip_park_speed
STL,2021,0.30619,v2_final_strip_park_speed
STL,2022,0.16067,v2_final_strip_park_speed
STL,2023,-0.16662,v2_final_strip_park_speed
STL,2024,0.00454,v2_final_strip_park_speed
STL,2025,-0.04395,v2_final_strip_park_speed
TB,2015,0.15062,v2_final_strip_park_speed
TB,2016,-0.17441,v2_final_strip_park_speed
TB,2017,0.08087,v2_final_strip_park_speed
TB,2018,0.30955,v2_final_strip_park_speed
TB,2019,0.05887,v2_final_strip_park_speed
TB,2020,0.06344,v2_final_strip_park_speed
TB,2021,0.2611,v2_final_strip_park_speed
TB,2022,0.03739,v2_final_strip_park_speed
TB,2023,0.11954,v2_final_strip_park_speed
TB,2024,0.06,v2_final_strip_park_speed
TB,2025,-0.05635,v2_final_strip_park_speed
TEX,2015,0.02551,v2_final_strip_park_speed
TEX,2016,0.03628,v2_final_strip_park_speed
TEX,2017,0.00362,v2_final_strip_park_speed
TEX,2018,-0.06478,v2_final_strip_park_speed
TEX,2019,-0.10128,v2_final_strip_park_speed
TEX,2020,-0.02952,v2_final_strip_park_speed
TEX,2021,0.09278,v2_final_strip_park_speed
TEX,2022,0.13096,v2_final_strip_park_speed
TEX,2023,0.10858,v2_final_strip_park_speed
TEX,2024,0.16766,v2_final_strip_park_speed
TEX,2025,0.22354,v2_final_strip_park_speed
TOR,2015,-0.0298,v2_final_strip_park_speed
TOR,2016,0.09736,v2_final_strip_park_speed
TOR,2017,-0.18717,v2_final_strip_park_speed
TOR,2018,-0.28799,v2_final_strip_park_speed
TOR,2019,-0.04801,v2_final_strip_park_speed
TOR,2020,-0.08327,v2_final_strip_park_speed
TOR,2021,0.00635,v2_final_strip_park_speed
TOR,2022,0.00096,v2_final_strip_park_speed
TOR,2023,-0.00058,v2_final_strip_park_speed
TOR,2024,0.13083,v2_final_strip_park_speed
TOR,2025,0.062,v2_final_strip_park_speed
WSH,2015,-0.0118,v2_final_strip_park_speed
WSH,2016,0.07355,v2_final_strip_park_speed
WSH,2017,0.0112,v2_final_strip_park_speed
WSH,2018,-0.09403,v2_final_strip_park_speed
WSH,2019,0.10399,v2_final_strip_park_speed
WSH,2020,-0.14368,v2_final_strip_park_speed
WSH,2021,-0.12365,v2_final_strip_park_speed
WSH,2022,-0.15581,v2_final_strip_park_speed
WSH,2023,-0.02618,v2_final_strip_park_speed
WSH,2024,-0.10565,v2_final_strip_park_speed
WSH,2025,-0.03597,v2_final_strip_park_speed
ATH,2023,0.00406,v2_final_sensitivity_2023_25_fit
ATH,2024,-0.02222,v2_final_sensitivity_2023_25_fit
ATH,2025,-0.03795,v2_final_sensitivity_2023_25_fit
ATL,2023,-0.01319,v2_final_sensitivity_2023_25_fit
ATL,2024,-0.0675,v2_final_sensitivity_2023_25_fit
ATL,2025,0.04819,v2_final_sensitivity_2023_25_fit
AZ,2023,0.04041,v2_final_sensitivity_2023_25_fit
AZ,2024,0.01288,v2_final_sensitivity_2023_25_fit
AZ,2025,0.02676,v2_final_sensitivity_2023_25_fit
BAL,2023,0.04985,v2_final_sensitivity_2023_25_fit
BAL,2024,0.0175,v2_final_sensitivity_2023_25_fit
BAL,2025,-0.12634,v2_final_sensitivity_2023_25_fit
BOS,2023,-0.04509,v2_final_sensitivity_2023_25_fit
BOS,2024,0.02604,v2_final_sensitivity_2023_25_fit
BOS,2025,0.04437,v2_final_sensitivity_2023_25_fit
CHC,2023,0.06221,v2_final_sensitivity_2023_25_fit
CHC,2024,-0.03325,v2_final_sensitivity_2023_25_fit
CHC,2025,0.08341,v2_final_sensitivity_2023_25_fit
CIN,2023,-0.06722,v2_final_sensitivity_2023_25_fit
CIN,2024,-0.04564,v2_final_sensitivity_2023_25_fit
CIN,2025,0.05372,v2_final_sensitivity_2023_25_fit
CLE,2023,0.03513,v2_final_sensitivity_2023_25_fit
CLE,2024,0.02453,v2_final_sensitivity_2023_25_fit
CLE,2025,-0.05584,v2_final_sensitivity_2023_25_fit
COL,2023,-0.0304,v2_final_sensitivity_2023_25_fit
COL,2024,0.05746,v2_final_sensitivity_2023_25_fit
COL,2025,-0.10137,v2_final_sensitivity_2023_25_fit
CWS,2023,-0.06461,v2_final_sensitivity_2023_25_fit
CWS,2024,-0.11023,v2_final_sensitivity_2023_25_fit
CWS,2025,0.05179,v2_final_sensitivity_2023_25_fit
DET,2023,0.07404,v2_final_sensitivity_2023_25_fit
DET,2024,0.06753,v2_final_sensitivity_2023_25_fit
DET,2025,0.01803,v2_final_sensitivity_2023_25_fit
HOU,2023,0.03811,v2_final_sensitivity_2023_25_fit
HOU,2024,-0.03795,v2_final_sensitivity_2023_25_fit
HOU,2025,-0.02592,v2_final_sensitivity_2023_25_fit
KC,2023,0.00161,v2_final_sensitivity_2023_25_fit
KC,2024,0.04,v2_final_sensitivity_2023_25_fit
KC,2025,-0.02676,v2_final_sensitivity_2023_25_fit
LAA,2023,-0.01752,v2_final_sensitivity_2023_25_fit
LAA,2024,0.05297,v2_final_sensitivity_2023_25_fit
LAA,2025,-0.09668,v2_final_sensitivity_2023_25_fit
LAD,2023,0.02615,v2_final_sensitivity_2023_25_fit
LAD,2024,0.08628,v2_final_sensitivity_2023_25_fit
LAD,2025,0.05835,v2_final_sensitivity_2023_25_fit
MIA,2023,-0.0502,v2_final_sensitivity_2023_25_fit
MIA,2024,-0.05786,v2_final_sensitivity_2023_25_fit
MIA,2025,0.07661,v2_final_sensitivity_2023_25_fit
MIL,2023,0.11128,v2_final_sensitivity_2023_25_fit
MIL,2024,0.09795,v2_final_sensitivity_2023_25_fit
MIL,2025,0.0726,v2_final_sensitivity_2023_25_fit
MIN,2023,-0.04859,v2_final_sensitivity_2023_25_fit
MIN,2024,-0.07253,v2_final_sensitivity_2023_25_fit
MIN,2025,-0.04888,v2_final_sensitivity_2023_25_fit
NYM,2023,-0.08665,v2_final_sensitivity_2023_25_fit
NYM,2024,0.04061,v2_final_sensitivity_2023_25_fit
NYM,2025,-0.00132,v2_final_sensitivity_2023_25_fit
NYY,2023,0.02827,v2_final_sensitivity_2023_25_fit
NYY,2024,-0.01522,v2_final_sensitivity_2023_25_fit
NYY,2025,-0.01483,v2_final_sensitivity_2023_25_fit
PHI,2023,-0.04059,v2_final_sensitivity_2023_25_fit
PHI,2024,-0.04199,v2_final_sensitivity_2023_25_fit
PHI,2025,-0.08547,v2_final_sensitivity_2023_25_fit
PIT,2023,0.04237,v2_final_sensitivity_2023_25_fit
PIT,2024,-0.06052,v2_final_sensitivity_2023_25_fit
PIT,2025,0.06234,v2_final_sensitivity_2023_25_fit
SD,2023,0.03067,v2_final_sensitivity_2023_25_fit
SD,2024,-0.04324,v2_final_sensitivity_2023_25_fit
SD,2025,-0.00964,v2_final_sensitivity_2023_25_fit
SEA,2023,-0.05054,v2_final_sensitivity_2023_25_fit
SEA,2024,-0.01984,v2_final_sensitivity_2023_25_fit
SEA,2025,-0.00558,v2_final_sensitivity_2023_25_fit
SF,2023,-0.00079,v2_final_sensitivity_2023_25_fit
SF,2024,-0.03994,v2_final_sensitivity_2023_25_fit
SF,2025,-0.02988,v2_final_sensitivity_2023_25_fit
STL,2023,-0.07934,v2_final_sensitivity_2023_25_fit
STL,2024,0.02813,v2_final_sensitivity_2023_25_fit
STL,2025,-0.00805,v2_final_sensitivity_2023_25_fit
TB,2023,0.06537,v2_final_sensitivity_2023_25_fit
TB,2024,0.03154,v2_final_sensitivity_2023_25_fit
TB,2025,-0.03822,v2_final_sensitivity_2023_25_fit
TEX,2023,0.02175,v2_final_sensitivity_2023_25_fit
TEX,2024,0.05611,v2_final_sensitivity_2023_25_fit
TEX,2025,0.08904,v2_final_sensitivity_2023_25_fit
TOR,2023,-0.00941,v2_final_sensitivity_2023_25_fit
TOR,2024,0.07069,v2_final_sensitivity_2023_25_fit
TOR,2025,0.02625,v2_final_sensitivity_2023_25_fit
WSH,2023,-0.00503,v2_final_sensitivity_2023_25_fit
WSH,2024,-0.05322,v2_final_sensitivity_2023_25_fit
WSH,2025,-0.00995,v2_final_sensitivity_2023_25_fit
