team_id,season,blup,pipeline
LAD,2021,0.0516,v2_final_strip_park_speed
LAD,2022,0.07332,v2_final_strip_park_speed
LAD,2023,0.06721,v2_final_strip_park_speed
LAD,2024,0.16113,v2_final_strip_park_speed
LAD,2025,0.11936,v2_final_strip_park_speed
MIA,2015,0.01516,v2_final_strip_park_speed
MIA,2016,0.02147,v2_final_strip_park_speed
MIA,2017,0.15593,v2_final_strip_park_speed
MIA,2018,0.02667,v2_final_strip_park_speed
MIA,2019,0.03,v2_final_strip_park_speed
MIA,2020,-0.10956,v2_final_strip_park_speed
MIA,2021,-0.06911,v2_final_strip_park_speed
MIA,2022,-0.09114,v2_final_strip_park_speed
MIA,2023,-0.10417,v2_final_strip_park_speed
MIA,2024,-0.1228,v2_final_strip_park_speed
MIA,2025,0.11139,v2_final_strip_park_speed
MIL,2015,0.06502,v2_final_strip_park_speed
MIL,2016,-0.03049,v2_final_strip_park_speed
MIL,2017,0.03217,v2_final_strip_park_speed
MIL,2018,0.1947,v2_final_strip_park_speed
MIL,2019,0.08809,v2_final_strip_park_speed
MIL,2020,-0.13641,v2_final_strip_park_speed
MIL,2021,-0.01102,v2_final_strip_park_speed
MIL,2022,-0.00081,v2_final_strip_park_speed
MIL,2023,0.21344,v2_final_strip_park_speed
MIL,2024,0.17947,v2_final_strip_park_speed
MIL,2025,0.14481,v2_final_strip_park_speed
MIN,2015,0.05135,v2_final_strip_park_speed
MIN,2016,-0.18326,v2_final_strip_park_speed
MIN,2017,0.21226,v2_final_strip_park_speed
MIN,2018,-0.0338,v2_final_strip_park_speed
MIN,2019,-0.13329,v2_final_strip_park_speed
MIN,2020,0.06537,v2_final_strip_park_speed
MIN,2021,0.05333,v2_final_strip_park_speed
MIN,2022,0.10591,v2_final_strip_park_speed
MIN,2023,-0.13601,v2_final_strip_park_speed
MIN,2024,-0.17557,v2_final_strip_park_speed
MIN,2025,-0.13724,v2_final_strip_park_speed
NYM,2015,-0.03712,v2_final_strip_park_speed
NYM,2016,-0.1224,v2_final_strip_park_speed
NYM,2017,-0.15713,v2_final_strip_park_speed
NYM,2018,-0.18611,v2_final_strip_park_speed
NYM,2019,-0.22217,v2_final_strip_park_speed
NYM,2020,-0.12811,v2_final_strip_park_speed
NYM,2021,-0.02859,v2_final_strip_park_speed
NYM,2022,-0.17213,v2_final_strip_park_speed
NYM,2023,-0.13471,v2_final_strip_park_speed
NYM,2024,0.08957,v2_final_strip_park_speed
NYM,2025,0.01362,v2_final_strip_park_speed
NYY,2015,-0.1702,v2_final_strip_park_speed
NYY,2016,-0.21377,v2_final_strip_park_speed
NYY,2017,-0.07285,v2_final_strip_park_speed
NYY,2018,-0.04571,v2_final_strip_park_speed
NYY,2019,-0.12639,v2_final_strip_park_speed
NYY,2020,-0.03905,v2_final_strip_park_speed
NYY,2021,-0.06647,v2_final_strip_park_speed
NYY,2022,0.06461,v2_final_strip_park_speed
NYY,2023,0.10388,v2_final_strip_park_speed
NYY,2024,0.03348,v2_final_strip_park_speed
NYY,2025,0.03336,v2_final_strip_park_speed
PHI,2015,-0.14832,v2_final_strip_park_speed
PHI,2016,-0.01873,v2_final_strip_park_speed
PHI,2017,-0.06202,v2_final_strip_park_speed
PHI,2018,-0.21721,v2_final_strip_park_speed
PHI,2019,0.0417,v2_final_strip_park_speed
PHI,2020,-0.22546,v2_final_strip_park_speed
PHI,2021,-0.18934,v2_final_strip_park_speed
PHI,2022,-0.15464,v2_final_strip_park_speed
PHI,2023,-0.08614,v2_final_strip_park_speed
PHI,2024,-0.08914,v2_final_strip_park_speed
PHI,2025,-0.15773,v2_final_strip_park_speed
