timestamp_utc,inning,half,batter_id,batter_name,pitcher_id,pitcher_name,count_balls,count_strikes,runners_on,outs,pitchgpt_top1_type,pitchgpt_top1_prob,pitchgpt_top3_json,actual_pitch_type,actual_zone,actual_velo,correct_top1,brier,log_loss
2026-04-20T00:32:08Z,4,top,643289,Mauricio Dubón,691725,Andrew Painter,0,0,"2B,3B",2,FF,0.427,"[{""type"":""FF"",""prob"":0.427},{""type"":""SI"",""prob"":0.1464},{""type"":""SL"",""prob"":0.1308}]",ST,9,81.5,False,1.1129,2.7055
2026-04-20T00:32:32Z,4,top,643289,Mauricio Dubón,691725,Andrew Painter,0,1,"2B,3B",2,FF,0.4182,"[{""type"":""FF"",""prob"":0.4182},{""type"":""FS"",""prob"":0.1893},{""type"":""SI"",""prob"":0.1092}]",SI,1,93.3,False,1.0284,2.2147
2026-04-20T00:35:09Z,4,bottom,669016,Brandon Marsh,656550,Grant Holmes,0,0,empty,0,FF,0.2841,"[{""type"":""FF"",""prob"":0.2841},{""type"":""CU"",""prob"":0.246},{""type"":""SL"",""prob"":0.2248}]",FF,1,93.9,True,0.6435,1.2583
2026-04-20T00:35:34Z,4,bottom,669016,Brandon Marsh,656550,Grant Holmes,0,1,empty,0,CU,0.2744,"[{""type"":""CU"",""prob"":0.2744},{""type"":""FF"",""prob"":0.2638},{""type"":""SL"",""prob"":0.2579}]",FF,5,93.7,False,0.697,1.3327
2026-04-20T00:35:58Z,4,bottom,664761,Alec Bohm,656550,Grant Holmes,0,0,empty,1,SL,0.361,"[{""type"":""SL"",""prob"":0.361},{""type"":""FF"",""prob"":0.2227},{""type"":""SI"",""prob"":0.2116}]",SL,13,83.6,True,0.5209,1.0188
2026-04-20T00:36:10Z,4,bottom,664761,Alec Bohm,656550,Grant Holmes,1,0,empty,1,SL,0.2759,"[{""type"":""SL"",""prob"":0.2759},{""type"":""FF"",""prob"":0.2515},{""type"":""SI"",""prob"":0.2111}]",FF,6,94.7,False,0.7056,1.3804
2026-04-20T00:36:46Z,4,bottom,664761,Alec Bohm,656550,Grant Holmes,1,1,empty,1,SL,0.4447,"[{""type"":""SL"",""prob"":0.4447},{""type"":""FF"",""prob"":0.2234},{""type"":""SI"",""prob"":0.1319}]",SI,8,93.4,False,1.0194,2.0257
2026-04-20T00:36:46Z,4,bottom,664761,Alec Bohm,656550,Grant Holmes,1,1,empty,1,SL,0.4447,"[{""type"":""SL"",""prob"":0.4447},{""type"":""FF"",""prob"":0.2234},{""type"":""SI"",""prob"":0.1319}]",CU,14,85.4,False,1.0307,2.0693
2026-04-20T00:37:35Z,4,bottom,681082,Bryson Stott,656550,Grant Holmes,0,0,empty,2,CU,0.266,"[{""type"":""CU"",""prob"":0.266},{""type"":""FF"",""prob"":0.2539},{""type"":""SL"",""prob"":0.2045}]",FF,5,93.8,False,0.6937,1.3707
2026-04-20T00:37:35Z,4,bottom,681082,Bryson Stott,656550,Grant Holmes,0,0,empty,2,CU,0.266,"[{""type"":""CU"",""prob"":0.266},{""type"":""FF"",""prob"":0.2539},{""type"":""SL"",""prob"":0.2045}]",CH,13,91.7,False,1.0632,2.6709
2026-04-20T00:40:24Z,5,top,671739,Michael Harris II,691725,Andrew Painter,0,0,empty,0,FF,0.4128,"[{""type"":""FF"",""prob"":0.4128},{""type"":""FS"",""prob"":0.1504},{""type"":""CU"",""prob"":0.1447}]",FF,12,95.5,True,0.4136,0.8848
2026-04-20T00:40:36Z,5,top,671739,Michael Harris II,691725,Andrew Painter,1,0,empty,0,FF,0.5446,"[{""type"":""FF"",""prob"":0.5446},{""type"":""FS"",""prob"":0.1346},{""type"":""SI"",""prob"":0.1002}]",FS,14,86.1,False,1.0703,2.0052
2026-04-20T00:40:49Z,5,top,671739,Michael Harris II,691725,Andrew Painter,1,1,empty,0,FF,0.4771,"[{""type"":""FF"",""prob"":0.4771},{""type"":""FS"",""prob"":0.1817},{""type"":""SL"",""prob"":0.1265}]",FS,8,86.1,False,0.9267,1.7054
2026-04-20T00:42:38Z,5,top,660670,Ronald Acuña Jr.,691725,Andrew Painter,0,0,1B,0,SI,0.2864,"[{""type"":""SI"",""prob"":0.2864},{""type"":""FF"",""prob"":0.2686},{""type"":""SL"",""prob"":0.1705}]",SI,11,93.2,True,0.6303,1.2504
