season,team_id,dpi_mean,dpi_std,n_games,dpi_half_mean_even,dpi_half_mean_odd,n_games_even,n_games_odd,reliability_R,regressed_dpi,dpi_mean_ci_lo,dpi_mean_ci_hi
2025,HOU,0.5166,1.6662,166,0.519090909090909,0.5145280898876404,77.0,89.0,0.584,0.5475,0.2501,0.7662
2025,KC,0.6717,1.6116,168,0.7735591397849463,0.54532,93.0,75.0,0.584,0.6381,0.4122,0.9157
2025,LAA,0.24,2.0513,168,0.4977333333333333,0.03218279569892474,75.0,93.0,0.584,0.386,-0.0704,0.5685
2025,LAD,0.7526,1.7314,180,1.1333855421686747,0.4267938144329897,83.0,97.0,0.584,0.6853,0.4884,0.9956
2025,MIA,0.8002,1.8239,168,0.8482976190476191,0.7521547619047618,84.0,84.0,0.584,0.7131,0.5231,1.0522
2025,MIL,0.7724,1.7541,176,1.0315348837209302,0.5246888888888889,86.0,90.0,0.584,0.6969,0.52,1.0298
2025,MIN,0.3284,1.8902,168,0.18416483516483517,0.4988181818181818,91.0,77.0,0.584,0.4376,0.0437,0.6118
2025,NYM,0.5827,1.596,167,0.7555569620253164,0.42751136363636366,79.0,88.0,0.584,0.5861,0.3481,0.8185
2025,NYY,0.7187,1.7252,175,0.894157894736842,0.5102625,95.0,80.0,0.584,0.6655,0.4687,0.9578
2025,PHI,0.417,1.6661,172,0.4150125,0.4186630434782609,80.0,92.0,0.584,0.4893,0.1747,0.6653
2025,PIT,0.8291,1.8207,166,0.741329268292683,0.9147857142857143,82.0,84.0,0.584,0.73,0.5513,1.1107
2025,SD,0.6523,1.8304,171,0.6354146341463415,0.6678089887640449,82.0,89.0,0.584,0.6267,0.3903,0.944
2025,SEA,0.7267,1.9051,179,0.4598555555555556,0.9964606741573034,90.0,89.0,0.584,0.6702,0.449,1.0023
2025,SF,0.3893,1.9112,166,0.24081927710843373,0.5377228915662651,83.0,83.0,0.584,0.4731,0.1069,0.6779
2025,STL,0.631,2.0306,166,0.9089176470588235,0.33928395061728395,85.0,81.0,0.584,0.6143,0.3318,0.9358
2025,TB,0.5215,1.919,167,0.7687619047619046,0.27130120481927705,84.0,83.0,0.584,0.5504,0.2496,0.8078
2025,TEX,1.0097,1.5566,168,0.9884756097560976,1.0300116279069769,82.0,86.0,0.584,0.8355,0.7727,1.2431
2025,TOR,0.7314,1.876,184,0.6256222222222222,0.8327553191489361,90.0,94.0,0.584,0.673,0.4624,0.9961
2025,WSH,0.4431,1.9114,167,0.5683827160493827,0.325139534883721,81.0,86.0,0.584,0.5046,0.1419,0.7445
