player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,name,baseline_year,_rank_group,adjusted_war_v3,rank_trad,rank_model,rank_diff,hit,basis
461314,0.81,0.0222,456,-1.33,467.0,batter,,Matt Kemp,2017,batter,0.22113981694414114,433,116,317,True,war_delta
452655,0.32,0.0074,534,-1.29,542.0,batter,,Denard Span,2017,batter,-0.007160023368104254,431,165,266,True,war_delta
608648,0.04,0.0016,300,-0.28,,pitcher,71.0,Tyler Duffey,2017,pitcher,0.034147656691901195,434,186,248,False,war_delta
519151,0.33,0.0169,245,-0.04,,pitcher,61.333333333333336,Ryan Pressly,2017,pitcher,0.15125133925204484,388,145,243,True,war_delta
623430,-0.07,-0.0053,173,-0.71,,pitcher,42.0,Ryan Dull,2017,pitcher,-0.047059750585435225,480,257,223,True,war_delta
407845,0.96,0.0538,224,0.27,,pitcher,55.333333333333336,Fernando Rodney,2017,pitcher,0.3807268397084539,307,86,221,True,war_delta
279571,0.56,0.0287,242,0.13,,pitcher,60.333333333333336,Matt Belisle,2017,pitcher,0.23907671664335545,340,126,214,False,war_delta
450729,0.05,0.0016,394,0.04,,pitcher,90.33333333333333,Doug Fister,2017,pitcher,0.1438728321325048,360,147,213,True,war_delta
571521,-0.05,-0.0066,102,-0.43,,pitcher,23.666666666666668,Rex Brothers,2017,pitcher,-0.028253369932231744,455,242,213,,insufficient_followup_pitcher
606424,0.16,0.0092,223,-0.27,,pitcher,53.333333333333336,Jarlín García,2017,pitcher,-0.014247598557997721,428,224,204,True,war_delta
592206,1.74,0.0328,664,0.09,665.0,batter,,Nick Castellanos,2017,batter,0.2350036309657158,312,113,199,True,war_delta
628317,1.04,0.0222,582,0.56,,pitcher,134.33333333333334,Kenta Maeda,2017,pitcher,0.5948599594719026,250,54,196,False,war_delta
595032,0.64,0.034,235,0.09,,pitcher,57.333333333333336,Chase Whitley,2017,pitcher,0.13935514249424102,346,151,195,False,war_delta
519008,-0.35,-0.0191,231,-0.89,,pitcher,54.0,T. J. McFarland,2017,pitcher,-0.10563131290963286,495,302,193,True,war_delta
434670,0.54,0.0122,558,-0.38,553.0,batter,,Hanley Ramírez,2017,batter,-0.040504169445688375,371,179,192,True,war_delta
630111,0.4,0.0283,177,-0.44,180.0,batter,,Yasmany Tomás,2017,batter,-0.06079278543697445,378,192,186,,no_2026_record
452657,0.08,0.0012,803,0.65,,pitcher,180.66666666666666,Jon Lester,2017,pitcher,0.7222445242106585,229,43,186,False,war_delta
571431,0.8,0.0278,360,-0.06,367.0,batter,,Matt Adams,2017,batter,0.05186529869961989,330,151,179,True,war_delta
595885,0.49,0.0278,220,0.01,170.0,batter,,Greg Bird,2017,batter,0.07146229491155542,320,141,179,True,war_delta
448602,2.06,0.0432,595,0.72,593.0,batter,,Mark Reynolds,2017,batter,0.6756749373608673,238,59,179,False,war_delta
608384,1.04,0.0378,343,0.2,343.0,batter,,Nick Williams,2017,batter,0.16235251201335227,301,125,176,False,war_delta
621058,0.01,0.0007,241,-0.06,,pitcher,59.0,Andrew Moore,2017,pitcher,-0.0029954789837860606,391,216,175,,no_2026_record
502327,-0.42,-0.0172,308,0.03,,pitcher,70.33333333333333,Héctor Santiago,2017,pitcher,0.033710303824833386,361,187,174,False,war_delta
527038,0.45,0.0158,359,0.16,362.0,batter,,Wilmer Flores,2017,batter,0.09054494790714275,308,135,173,True,war_delta
521230,0.26,0.0118,273,0.14,,pitcher,64.0,Liam Hendriks,2017,pitcher,0.09203420066428056,336,165,171,True,war_delta
