player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,name,baseline_year,_rank_group,adjusted_war_v3,rank_trad,rank_model,rank_diff,hit,basis
661269,-0.86,-0.0218,491,1.76,,pitcher,114.0,Vladimir Gutiérrez,2021,pitcher,-0.46635951223250965,105,517,-412,True,war_delta
621107,-0.46,-0.0131,438,2.0,,pitcher,105.66666666666667,Zach Eflin,2021,pitcher,-0.38096416775518654,92,500,-408,True,war_delta
593160,-0.54,-0.0093,719,3.83,720.0,batter,,Whit Merrifield,2021,batter,-0.765975507568676,51,439,-388,True,war_delta
503449,-0.19,-0.0059,397,2.05,,pitcher,93.66666666666667,Wily Peralta,2021,pitcher,-0.27740983551748943,85,458,-373,True,war_delta
608344,-0.16,-0.0027,764,1.41,,pitcher,178.33333333333334,Cole Irvin,2021,pitcher,-0.43481939395513614,138,511,-373,False,war_delta
669242,-1.14,-0.0206,691,3.77,691.0,batter,,Tommy Edman,2021,batter,-0.5667842407312523,54,411,-357,False,war_delta
643396,-0.73,-0.0136,673,3.85,677.0,batter,,Isiah Kiner-Falefa,2021,batter,-0.5000246597912166,50,402,-352,True,war_delta
572191,-1.09,-0.026,526,2.95,528.0,batter,,Michael Taylor,2021,batter,-0.9175238686874364,99,447,-348,False,war_delta
669373,-0.22,-0.0043,633,1.75,,pitcher,149.33333333333334,Tarik Skubal,2021,pitcher,-0.2422255859432004,108,439,-331,True,war_delta
543294,-1.7,-0.0273,776,0.76,,pitcher,181.0,Kyle Hendricks,2021,pitcher,-1.2498164191521597,231,560,-329,True,war_delta
607536,-0.94,-0.023,511,2.01,,pitcher,120.66666666666667,Kyle Freeland,2021,pitcher,-0.2110390639403223,90,414,-324,False,war_delta
456501,-0.74,-0.0192,478,0.86,,pitcher,114.66666666666667,Johnny Cueto,2021,pitcher,-0.6766420964054423,213,536,-323,False,war_delta
501381,-0.15,-0.0041,454,1.55,,pitcher,109.33333333333333,Michael Pineda,2021,pitcher,-0.25343790084915285,121,443,-322,True,war_delta
623167,0.84,0.0142,739,3.4,,pitcher,179.66666666666666,Chris Flexen,2021,pitcher,-0.12040727650831609,35,349,-314,True,war_delta
548389,-0.54,-0.0158,426,0.96,,pitcher,101.33333333333333,Ross Stripling,2021,pitcher,-0.36897007901412826,192,494,-302,False,war_delta
641540,-0.56,-0.0139,509,0.72,,pitcher,117.66666666666667,Dane Dunning,2021,pitcher,-0.6644276891501992,240,534,-294,False,war_delta
664058,-2.09,-0.04,653,1.6,665.0,batter,,David Fletcher,2021,batter,-1.4673107141290385,167,459,-292,True,war_delta
641927,-0.32,-0.0104,379,1.17,,pitcher,92.33333333333333,Bailey Ober,2021,pitcher,-0.2575525571057255,163,444,-281,True,war_delta
622534,-0.58,-0.0154,468,3.03,464.0,batter,,Manuel Margot,2021,batter,-0.40295357781872215,93,373,-280,True,war_delta
642545,-0.83,-0.0414,250,0.9,,pitcher,56.666666666666664,Jaime Barría,2021,pitcher,-0.33464974662511665,207,484,-277,False,war_delta
592767,-1.15,-0.0252,570,0.7,,pitcher,126.66666666666667,Drew Smyly,2021,pitcher,-0.45591164732840905,241,515,-274,False,war_delta
642203,-0.66,-0.0262,313,0.84,,pitcher,70.33333333333333,Taylor Widener,2021,pitcher,-0.3562010848133147,218,491,-273,True,war_delta
592743,-2.52,-0.0703,448,1.29,451.0,batter,,Andrelton Simmons,2021,batter,-1.4924801225802757,188,460,-272,True,war_delta
656546,-0.7,-0.0264,332,0.91,,pitcher,73.0,Jeff Hoffman,2021,pitcher,-0.3117668266231663,201,471,-270,True,war_delta
594577,-0.11,-0.0042,314,1.45,,pitcher,75.0,Mike Mayers,2021,pitcher,-0.188900757437776,130,399,-269,True,war_delta
