player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,name,baseline_year,_rank_group,adjusted_war_v3,proj_woba,rank_trad,rank_model,rank_diff,hit,basis
520471,-0.35,-0.0076,583,3.19,589.0,batter,,Freddy Galvis,2019,batter,-0.8480618664060051,0.31643611994104387,75,427,-352,True,war_delta
595281,-1.31,-0.0329,499,2.33,480.0,batter,,Kevin Kiermaier,2019,batter,-0.8948194724345573,0.3113517073844107,112,430,-318,True,war_delta
542340,0.93,0.0165,707,4.36,714.0,batter,,Jonathan Villar,2019,batter,-0.4728641528718346,0.33399738805707735,38,355,-317,True,war_delta
514917,-0.19,-0.0035,660,1.9,667.0,batter,,César Hernández,2019,batter,-0.8928360037409121,0.33652472687720353,133,429,-296,True,war_delta
570560,-1.43,-0.033,543,1.62,555.0,batter,,Yolmer Sánchez,2019,batter,-1.1834542136477446,0.3163109912507358,154,448,-294,True,war_delta
503556,-0.42,-0.0111,470,1.96,463.0,batter,,Marwin González,2019,batter,-0.752092691949075,0.3369589491924735,131,419,-288,True,war_delta
609275,-0.63,-0.018,437,2.03,443.0,batter,,Adalberto Mondesí,2019,batter,-0.7131749553747347,0.333303987204178,129,412,-283,True,war_delta
502481,-1.5,-0.0417,448,1.53,452.0,batter,,Jarrod Dyson,2019,batter,-1.134236014285571,0.289655551559033,168,445,-277,True,war_delta
624428,0.64,0.0135,592,2.39,608.0,batter,,Adam Frazier,2019,batter,-0.5076412947780362,0.34418761128716513,108,373,-265,True,war_delta
593643,0.9,0.021,536,3.35,550.0,batter,,Hanser Alberto,2019,batter,-0.38994245364956964,0.34307371559940786,73,332,-259,True,war_delta
598265,0.22,0.0049,561,2.1,567.0,batter,,Jackie Bradley,2019,batter,-0.5388209522295,0.32897870969696025,125,383,-258,True,war_delta
547172,-0.4,-0.0124,404,1.44,411.0,batter,,Tony Wolters,2019,batter,-0.8417227308873292,0.31050635158327694,176,426,-250,True,war_delta
664058,0.36,0.007,640,3.71,653.0,batter,,David Fletcher,2019,batter,-0.33598286448976583,0.33381485308058445,63,313,-250,True,war_delta
544725,-0.9,-0.0185,606,1.17,618.0,batter,,Leury García,2019,batter,-1.0688023661357933,0.31946442628368554,203,443,-240,True,war_delta
462101,0.08,0.0015,641,1.38,648.0,batter,,Elvis Andrus,2019,batter,-0.8014867721861009,0.33375608325538064,185,422,-237,True,war_delta
592743,-0.71,-0.0216,414,1.44,424.0,batter,,Andrelton Simmons,2019,batter,-0.6932461860353049,0.32730536527677795,176,410,-234,True,war_delta
641857,0.73,0.017,535,1.87,539.0,batter,,Ryan McMahon,2019,batter,-0.49857604951399653,0.34003450818152375,135,367,-232,True,war_delta
592348,-0.12,-0.0033,470,1.5,472.0,batter,,Niko Goodrum,2019,batter,-0.6302556458847667,0.33136334836091785,169,399,-230,True,war_delta
640461,-0.28,-0.0099,358,1.67,370.0,batter,,Chad Pinder,2019,batter,-0.5278756524805589,0.33138372692370105,151,378,-227,True,war_delta
592261,-0.58,-0.0186,391,1.24,408.0,batter,,Delino DeShields,2019,batter,-0.7794157332585111,0.30983078733810043,196,420,-224,True,war_delta
502210,-0.32,-0.0069,571,1.34,550.0,batter,,Josh Reddick,2019,batter,-0.6547944670430637,0.326918496303745,189,406,-217,True,war_delta
643376,-1.18,-0.0388,382,1.03,384.0,batter,,Danny Jansen,2019,batter,-0.9009576949099017,0.317162998368787,215,432,-217,True,war_delta
594809,1.15,0.0203,709,1.82,656.0,batter,,Adam Eaton,2019,batter,-0.4787656846944353,0.34885272287984265,141,358,-217,True,war_delta
543829,-0.99,-0.0309,400,1.22,421.0,batter,,Dee Strange-Gordon,2019,batter,-0.7241049329689891,0.3005636858989328,199,415,-216,True,war_delta
572761,-0.62,-0.0157,497,1.2,492.0,batter,,Matt Carpenter,2019,batter,-0.6512005876046641,0.34449604327284994,202,405,-203,True,war_delta
