player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,name,baseline_year,_rank_group,adjusted_war_v3,proj_woba,rank_trad,rank_model,rank_diff,hit,basis
622761,-1.53,-0.0362,529,3.72,533.0,batter,,Jorge Mateo,2022,batter,-0.7427289020474099,0.3002627889149927,60,443,-383,True,war_delta
664702,-3.19,-0.0644,619,2.71,596.0,batter,,Myles Straw,2022,batter,-1.5151477278235328,0.29696123224881255,93,469,-376,True,war_delta
663647,-1.05,-0.0235,556,4.48,560.0,batter,,Ke'Bryan Hayes,2022,batter,-0.5269250321168294,0.3241439159121575,34,409,-375,True,war_delta
670764,-2.9,-0.0773,468,2.53,466.0,batter,,Taylor Walls,2022,batter,-1.1757301731162184,0.28511918182440105,97,466,-369,True,war_delta
500743,-1.65,-0.0409,504,2.45,507.0,batter,,Miguel Rojas,2022,batter,-0.88692770064162,0.30670330719410716,105,456,-351,True,war_delta
643396,-1.19,-0.0273,545,2.9,531.0,batter,,Isiah Kiner-Falefa,2022,batter,-0.577463584933865,0.3131147932834268,85,419,-334,True,war_delta
663898,0.17,0.0037,578,4.33,581.0,batter,,Brendan Rodgers,2022,batter,-0.37897327286702226,0.33689511619678814,38,361,-323,True,war_delta
663757,-1.76,-0.0392,560,2.68,524.0,batter,,Trent Grisham,2022,batter,-0.5278054313090783,0.31894058106891626,94,410,-316,True,war_delta
645302,-1.59,-0.0502,396,1.78,407.0,batter,,Víctor Robles,2022,batter,-0.7301998971860788,0.29528368442907904,144,442,-298,True,war_delta
572191,-0.74,-0.0203,453,3.35,456.0,batter,,Michael Taylor,2022,batter,-0.35353627099465906,0.3053092509367848,68,350,-282,True,war_delta
623205,-2.13,-0.078,342,1.39,349.0,batter,,Andrew Velazquez,2022,batter,-0.8105853246409772,0.2785964207365655,170,449,-279,True,war_delta
642350,-1.57,-0.0588,334,1.46,325.0,batter,,José Siri,2022,batter,-0.6391054997475684,0.29732685069176273,161,427,-266,False,war_delta
624431,-1.05,-0.0353,372,2.28,353.0,batter,,Jose Trevino,2022,batter,-0.4109187128180515,0.2954629041039687,119,379,-260,True,war_delta
669289,-0.65,-0.0165,493,2.35,491.0,batter,,Santiago Espinal,2022,batter,-0.40256583173729776,0.32313169478697923,114,372,-258,True,war_delta
641355,-1.51,-0.0339,556,1.32,550.0,batter,,Cody Bellinger,2022,batter,-0.6749821388555477,0.2987399287584903,176,433,-257,False,war_delta
621563,-0.97,-0.0327,369,2.38,371.0,batter,,Joey Wendle,2022,batter,-0.39709985121260694,0.31374645815828966,111,367,-256,True,war_delta
606157,-1.16,-0.0539,270,1.33,276.0,batter,,Aristides Aquino,2022,batter,-0.571530181918511,0.2996482342148124,175,418,-243,,no_2026_record
677950,-1.5,-0.0461,407,1.41,411.0,batter,,Alek Thomas,2022,batter,-0.510830453588398,0.3086070766075545,166,406,-240,True,war_delta
669397,-1.94,-0.0757,320,1.11,326.0,batter,,Nick Allen,2022,batter,-0.6797315160665147,0.28828760324513086,197,436,-239,True,war_delta
660162,-1.94,-0.0567,428,0.92,433.0,batter,,Yoán Moncada,2022,batter,-0.8928975545820503,0.3208797873208988,220,458,-238,True,war_delta
641680,-0.98,-0.0272,448,2.36,450.0,batter,,Jonah Heim,2022,batter,-0.34609286570254066,0.3015620019221556,113,347,-234,False,war_delta
571657,-0.56,-0.012,577,1.18,583.0,batter,,Kyle Farmer,2022,batter,-0.614663865216758,0.31593954654906,192,423,-231,False,war_delta
660688,-0.99,-0.0288,428,1.49,433.0,batter,,Keibert Ruiz,2022,batter,-0.43327162808102615,0.32223855091697884,159,388,-229,True,war_delta
595879,-0.98,-0.021,584,2.37,590.0,batter,,Javier Báez,2022,batter,-0.32828113584088014,0.3244030875880699,112,337,-225,True,war_delta
571771,-1.22,-0.0382,400,0.93,402.0,batter,,Enrique Hernández,2022,batter,-0.7018382871743214,0.3253482576455761,216,440,-224,True,war_delta
