player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,name,baseline_year,_rank_group,adjusted_war_v3,proj_woba,rank_trad,rank_model,rank_diff,hit,basis
458731,-0.66,-0.0135,615,3.27,609.0,batter,,Brett Gardner,2018,batter,-0.8010183516268714,0.3235414665208623,62,424,-362,False,war_delta
641313,-0.88,-0.0183,600,3.88,606.0,batter,,Tim Anderson,2018,batter,-0.6285225604276848,0.31912859960432344,44,400,-356,False,war_delta
543760,-0.51,-0.0091,700,4.17,703.0,batter,,Marcus Semien,2018,batter,-0.4776265212945666,0.3242473380589557,37,374,-337,False,war_delta
570560,-1.42,-0.0272,653,2.32,662.0,batter,,Yolmer Sánchez,2018,batter,-1.260727878476931,0.31974889941904716,109,444,-335,True,war_delta
596146,-0.18,-0.0038,601,3.53,611.0,batter,,Max Kepler,2018,batter,-0.5405206288194939,0.3343085320222822,51,383,-332,False,war_delta
570731,-1.39,-0.0344,505,2.13,501.0,batter,,Jonathan Schoop,2018,batter,-0.944231304305968,0.3334468700023721,129,430,-301,True,war_delta
542340,-0.34,-0.0083,510,3.05,515.0,batter,,Jonathan Villar,2018,batter,-0.46300033108678296,0.3321784772289341,71,371,-300,False,war_delta
605113,-0.75,-0.0168,558,3.76,564.0,batter,,Nick Ahmed,2018,batter,-0.37004513578912124,0.30338451017425294,48,344,-296,False,war_delta
592444,-1.53,-0.0414,463,1.73,467.0,batter,,JaCoby Jones,2018,batter,-1.0751274981756072,0.29061395217071795,151,440,-289,True,war_delta
520471,-1.48,-0.029,637,1.71,656.0,batter,,Freddy Galvis,2018,batter,-0.9914085174574916,0.30670229569481283,152,433,-281,False,war_delta
435079,-0.96,-0.0211,567,2.02,534.0,batter,,Ian Kinsler,2018,batter,-0.7308677019431931,0.318918231497235,135,415,-280,True,war_delta
460086,-0.63,-0.0141,562,2.02,568.0,batter,,Alex Gordon,2018,batter,-0.7039246880725389,0.29858512038817164,135,412,-277,True,war_delta
595281,-0.97,-0.0336,359,2.31,367.0,batter,,Kevin Kiermaier,2018,batter,-0.486036458899674,0.3245529671758181,111,377,-266,False,war_delta
521692,-0.46,-0.0108,540,2.21,544.0,batter,,Salvador Pérez,2018,batter,-0.5247434770230649,0.32298114014379214,116,382,-266,,no_2026_record
572287,-1.17,-0.0363,404,1.84,405.0,batter,,Mike Zunino,2018,batter,-0.6445097783429174,0.329111699128039,145,403,-258,True,war_delta
643396,-0.5,-0.0161,389,1.88,396.0,batter,,Isiah Kiner-Falefa,2018,batter,-0.5934502723447705,0.32458523964281827,143,397,-254,True,war_delta
592261,-1.48,-0.0503,368,1.29,393.0,batter,,Delino DeShields,2018,batter,-1.0262894497080874,0.3062810456844488,183,437,-254,True,war_delta
608365,-0.79,-0.0214,462,2.3,465.0,batter,,Addison Russell,2018,batter,-0.40584354434946074,0.3229982595571894,112,359,-247,True,war_delta
660162,-0.8,-0.0155,645,1.29,650.0,batter,,Yoán Moncada,2018,batter,-0.8964720056866404,0.3333910569655618,183,428,-245,False,war_delta
607680,-0.23,-0.0052,542,2.32,542.0,batter,,Kevin Pillar,2018,batter,-0.40063678642184486,0.31522900336253723,109,352,-243,True,war_delta
641553,-1.91,-0.0531,450,1.15,463.0,batter,,Adam Engel,2018,batter,-1.1330908627489102,0.282344325723015,199,441,-242,True,war_delta
572122,-1.64,-0.0329,625,1.33,630.0,batter,,Kyle Seager,2018,batter,-0.7734579404900356,0.32406562626958635,181,422,-241,False,war_delta
475174,-0.14,-0.003,570,1.53,574.0,batter,,Yonder Alonso,2018,batter,-0.6725708237999759,0.33226345886419084,167,407,-240,True,war_delta
543401,-0.62,-0.013,594,1.17,601.0,batter,,Jason Kipnis,2018,batter,-0.9960733541034875,0.3240194477705489,197,434,-237,True,war_delta
572191,-1.32,-0.0442,373,1.38,385.0,batter,,Michael Taylor,2018,batter,-0.6958134543447132,0.3187683295331913,176,411,-235,True,war_delta
